menu_item_id,restaurant_id,item_name,category,is_veg,price
MENU03221_4881,REST03221,Falooda,Desserts,Y,189.65
MENU03221_9734,REST03221,Rasmalai,Desserts,Y,105.39
MENU03221_8875,REST03221,Falooda,Desserts,Y,123.55
MENU03221_7427,REST03221,Brownie with Ice Cream,Desserts,N,196.78
MENU11472_6351,REST11472,Chicken Burger,Burgers,N,198.31
MENU03609_6675,REST03609,Schezwan Veg Noodles,Noodles,Y,212.95
MENU14709_4302,REST14709,Veg Fried Rice,Fried Rice,Y,171.43
MENU04808_7476,REST04808,French Fries,Fries,N,104.56
MENU04808_6942,REST04808,French Fries,Fries,Y,148.1
MENU04808_2555,REST04808,Paneer Kathi Roll,Wraps,Y,132.18
MENU04630_5105,REST04630,Masala Chai,Beverages,Y,130.46
MENU04630_1053,REST04630,Cold Coffee,Beverages,Y,113.47
MENU04630_5456,REST04630,Paneer Biryani,Biryani,Y,317.67
MENU04630_0149,REST04630,Cold Coffee,Beverages,Y,151.97
MENU05538_6545,REST05538,Paneer Tikka,Starters,Y,184.9
MENU04094_0532,REST04094,Sweet Lassi,Beverages,N,86.75
MENU04094_6151,REST04094,Sweet Lassi,Beverages,N,75.08
MENU05793_9317,REST05793,Veg Fried Rice,Fried Rice,Y,213.7
MENU05793_2838,REST05793,Veg Hakka Noodles,Noodles,Y,160.76
MENU05793_0568,REST05793,Schezwan Fried Rice,Fried Rice,Y,195.09
MENU05793_4521,REST05793,Chicken Fried Rice,Fried Rice,N,177.49
MENU05793_6662,REST05793,Chicken Hakka Noodles,Noodles,N,141.03
MENU07726_4214,REST07726,Schezwan Fried Rice,Fried Rice,Y,152.32
MENU10303_0365,REST10303,Sweet Lassi,Beverages,N,166.75
MENU10303_4855,REST10303,Sweet Lassi,Beverages,N,135.82
MENU03847_2086,REST03847,Kadai Paneer,Curries,Y,155.9
MENU03847_4825,REST03847,Dal Tadka,Curries,Y,186.1
MENU03847_5970,REST03847,Butter Naan,Breads,Y,63.9
MENU18402_0199,REST18402,Chicken Tikka Masala,Curries,N,223.68
MENU18402_8002,REST18402,Fish Fry,Starters,N,172.63
MENU16825_8871,REST16825,Greek Salad,Salads,Y,202.91
MENU16825_0257,REST16825,Fresh Orange Juice,Juices,N,88.47
MENU18605_4717,REST18605,Schezwan Fried Rice,Fried Rice,Y,247.81
MENU02505_7827,REST02505,Gobi Manchurian,Starters,Y,129.44
MENU02505_0496,REST02505,Veg Fried Rice,Fried Rice,Y,219.25
MENU02505_6405,REST02505,Egg Noodles,Noodles,N,145.59
MENU04253_5525,REST04253,Gulab Jamun,Desserts,Y,84.18
MENU04253_8820,REST04253,Sweet Lassi,Beverages,N,96.03
MENU07856_6951,REST07856,Veg Biryani,Biryani,Y,193.54
MENU08129_6024,REST08129,Butter Naan,Breads,N,41.57
MENU08129_6223,REST08129,Paneer Tikka,Starters,Y,187.34
MENU08129_1529,REST08129,Egg Biryani,Biryani,N,225.93
MENU07380_3967,REST07380,Veg Fried Rice,Fried Rice,Y,144.27
MENU11597_8967,REST11597,Egg Noodles,Noodles,N,174.46
MENU06587_2055,REST06587,Veg Fried Rice,Fried Rice,Y,172.3
MENU05814_5782,REST05814,Veg Biryani,Biryani,Y,184.57
MENU05814_8021,REST05814,Butter Chicken,Curries,N,194.87
MENU02607_4848,REST02607,Mysore Masala Dosa,Dosa,Y,140.85
MENU02607_4723,REST02607,Egg Dosa,Dosa,N,133.18
MENU02607_4237,REST02607,Egg Dosa,Dosa,N,130.25
MENU02607_1170,REST02607,Vada,Snacks,Y,133.74
MENU02607_1889,REST02607,Idli Sambar,Idli,Y,61.26
MENU07733_7128,REST07733,Chicken Protein Bowl,Bowls,N,217.91
MENU07733_9173,REST07733,Fresh Orange Juice,Juices,Y,135.06
MENU07733_7565,REST07733,Paneer Protein Bowl,Bowls,Y,180.53
MENU00576_5034,REST00576,Butter Naan,Breads,N,52.51
MENU00576_7991,REST00576,Veg Cutlet,Starters,Y,132.24
MENU00576_7052,REST00576,Chole Masala,Curries,Y,203.01
MENU12677_6722,REST12677,Veg Biryani,Biryani,Y,302.58
MENU08701_3782,REST08701,Masala Dosa,Dosa,Y,80.26
MENU08701_4442,REST08701,Egg Fried Rice,Rice,N,127.97
MENU01079_5072,REST01079,Paneer Biryani,Biryani,Y,214.63
MENU01079_1774,REST01079,Chicken Tikka Masala,Curries,N,155.53
MENU01079_5155,REST01079,Chicken Tikka Masala,Curries,N,228.58
MENU04753_0507,REST04753,Fresh Lime Soda,Beverages,Y,92.16
MENU04753_9572,REST04753,Masala Chai,Beverages,Y,63.22
MENU16914_2465,REST16914,Watermelon Juice,Juices,Y,132.01
MENU16914_3647,REST16914,Watermelon Juice,Juices,Y,99.02
MENU18307_1782,REST18307,Chicken Fried Rice,Fried Rice,N,231.53
MENU18307_6096,REST18307,Chicken Hakka Noodles,Noodles,N,168.83
MENU17976_9278,REST17976,Watermelon Juice,Juices,Y,74.03
MENU17976_1026,REST17976,Watermelon Juice,Juices,Y,148.38
MENU19071_5386,REST19071,Paneer Tikka,Starters,Y,142.95
MENU19071_9423,REST19071,Butter Naan,Breads,N,55.42
MENU00938_0923,REST00938,Margherita Pizza,Pizza,Y,449.09
MENU00938_3608,REST00938,Fresh Lime Soda,Beverages,Y,99.33
MENU05738_6468,REST05738,Schezwan Veg Noodles,Noodles,Y,252.98
MENU05738_2648,REST05738,Chicken Fried Rice,Fried Rice,N,248.39
MENU05738_1198,REST05738,Schezwan Veg Noodles,Noodles,Y,237.41
MENU01216_8946,REST01216,Chicken 65,Starters,N,227.49
MENU01216_7502,REST01216,Veg Cutlet,Starters,Y,204.27
MENU06368_6951,REST06368,Mutton Biryani,Biryani,N,223.23
MENU06368_8605,REST06368,Gobi Manchurian,Starters,Y,195.25
MENU03202_0342,REST03202,Veg Hakka Noodles,Noodles,Y,212.22
MENU03202_1722,REST03202,Schezwan Fried Rice,Fried Rice,Y,132.82
MENU03202_6319,REST03202,Chicken Fried Rice,Fried Rice,N,196.89
MENU19770_9464,REST19770,Sweet Lassi,Beverages,N,79.35
MENU19770_7278,REST19770,Gobi Manchurian,Starters,Y,236.53
MENU19770_1993,REST19770,Veg Biryani,Biryani,Y,236.19
MENU08088_3452,REST08088,Egg Fried Rice,Fried Rice,N,209.52
MENU08088_0528,REST08088,Chicken Hakka Noodles,Noodles,N,220.27
MENU04442_6430,REST04442,Veg Biryani,Biryani,Y,222.25
MENU04442_8466,REST04442,Gobi Manchurian,Starters,Y,173.41
MENU19431_3379,REST19431,Laccha Paratha,Breads,Y,49.67
MENU19431_2178,REST19431,Tandoori Roti,Breads,Y,27.17
MENU19431_5692,REST19431,Fish Fry,Starters,N,156.97
MENU04885_8967,REST04885,Rava Idli,Idli,Y,97.24
MENU04885_8533,REST04885,Mysore Masala Dosa,Dosa,Y,105.54
MENU04885_4136,REST04885,Bonda,Snacks,Y,137.53
MENU04885_8219,REST04885,Masala Dosa,Dosa,Y,154.55
MENU11422_1804,REST11422,Schezwan Veg Noodles,Noodles,Y,254.79
MENU11422_8350,REST11422,Chicken Fried Rice,Fried Rice,N,217.09
MENU08965_0212,REST08965,Chicken Biryani,Biryani,N,214.2
MENU08965_1977,REST08965,Tandoori Roti,Breads,Y,44.29
MENU08965_1653,REST08965,Veg Cutlet,Starters,Y,215.63
MENU12626_0687,REST12626,Dal Tadka,Curries,Y,216.12
MENU12626_7677,REST12626,Chicken Biryani,Biryani,N,192.69
MENU12626_1193,REST12626,Veg Cutlet,Starters,Y,200.51
MENU12626_6654,REST12626,Butter Naan,Breads,N,63.98
MENU08943_3787,REST08943,Fish Fry,Starters,N,199.26
MENU13565_3364,REST13565,Veg Cutlet,Starters,Y,139.24
MENU13565_3011,REST13565,Veg Cutlet,Starters,Y,152.14
MENU17454_5431,REST17454,French Fries,Fries,N,152.89
MENU17454_8729,REST17454,Masala Chai,Beverages,Y,161.93
MENU14851_2915,REST14851,Chicken Fried Rice,Fried Rice,N,239.14
MENU10785_2893,REST10785,Chicken Tikka Pizza,Pizza,N,329.8
MENU10785_3507,REST10785,Cold Coffee,Beverages,Y,122.84
MENU10785_5270,REST10785,Cheesy Dip,Sides,Y,90.03
MENU10785_0392,REST10785,Masala Chai,Beverages,Y,139.82
MENU10785_7447,REST10785,Garlic Bread,Sides,Y,178.57
MENU17817_3358,REST17817,Fresh Lime Soda,Beverages,Y,62.14
MENU17817_8982,REST17817,Falooda,Desserts,Y,154.36
MENU17817_3262,REST17817,Masala Chai,Beverages,Y,147.84
MENU17757_4108,REST17757,Chicken Wings,Sides,N,97.49
MENU17757_6686,REST17757,Garlic Bread,Sides,Y,80.62
MENU17757_4463,REST17757,Paneer Tikka Pizza,Pizza,Y,201.26
MENU17757_3269,REST17757,Cold Coffee,Beverages,Y,66.64
MENU10204_4221,REST10204,Paneer Biryani,Biryani,Y,183.92
MENU10204_2002,REST10204,Veg Cutlet,Starters,Y,159.09
MENU07301_5652,REST07301,Mutton Biryani,Biryani,N,269.8
MENU07301_5100,REST07301,Paneer Biryani,Biryani,Y,231.8
MENU07301_9867,REST07301,Chicken Biryani,Biryani,N,297.08
MENU02602_9850,REST02602,Vada,Snacks,Y,75.29
MENU02602_9278,REST02602,Mysore Masala Dosa,Dosa,Y,118.72
MENU15734_3220,REST15734,Cheesy Dip,Sides,Y,150.32
MENU15734_7736,REST15734,Sweet Lassi,Beverages,N,156.33
MENU15734_2489,REST15734,Sweet Lassi,Beverages,Y,126.75
MENU00745_7466,REST00745,Fresh Orange Juice,Juices,N,80.99
MENU01888_3499,REST01888,Chicken 65,Starters,N,167.34
MENU07933_0421,REST07933,Pepperoni Pizza,Pizza,N,307.3
MENU07933_3734,REST07933,Veggie Supreme Pizza,Pizza,Y,258.91
MENU16456_2187,REST16456,Fresh Lime Soda,Beverages,Y,140.02
MENU11713_7990,REST11713,Mutton Rogan Josh,Curries,N,235.47
MENU03176_9084,REST03176,Mysore Masala Dosa,Dosa,Y,131.42
MENU09282_8891,REST09282,Lemon Rice,Rice,Y,179.9
MENU09282_2742,REST09282,Mysore Masala Dosa,Dosa,Y,136.43
MENU09282_8416,REST09282,Vada,Snacks,Y,136.26
MENU09282_6045,REST09282,Mysore Masala Dosa,Dosa,Y,146.6
MENU09282_7016,REST09282,Egg Fried Rice,Rice,N,128.21
MENU14348_5965,REST14348,Masala Chai,Beverages,Y,63.21
MENU14348_2769,REST14348,Gulab Jamun,Desserts,Y,156.92
MENU19768_2602,REST19768,Paneer Tikka,Starters,Y,143.56
MENU19262_7726,REST19262,Paneer Tikka,Starters,Y,189.7
MENU05017_9416,REST05017,Veg Hakka Noodles,Noodles,Y,198.71
MENU05017_4588,REST05017,Veg Hakka Noodles,Noodles,Y,141.07
MENU16138_0870,REST16138,Cold Coffee,Beverages,Y,146.11
MENU16620_7140,REST16620,Chicken 65,Starters,N,151.43
MENU08585_5788,REST08585,Sweet Lassi,Beverages,Y,99.52
MENU08585_0207,REST08585,Egg Biryani,Biryani,N,302.1
MENU08446_5982,REST08446,Falooda,Desserts,Y,179.67
MENU08446_4369,REST08446,Sweet Lassi,Beverages,N,80.42
MENU08446_2156,REST08446,Sweet Lassi,Beverages,Y,158.8
MENU18730_2053,REST18730,Mysore Masala Dosa,Dosa,Y,90.42
MENU15613_2099,REST15613,Sweet Lassi,Beverages,N,148.53
MENU15613_0939,REST15613,Veg Biryani,Biryani,Y,316.07
MENU14141_1492,REST14141,Watermelon Juice,Juices,Y,79.04
MENU08436_9623,REST08436,Peri-Peri Fries,Fries,Y,111.6
MENU08436_2900,REST08436,Veg Burger,Burgers,Y,130.89
MENU13964_8769,REST13964,Egg Fried Rice,Rice,N,97.64
MENU13964_4467,REST13964,Egg Fried Rice,Rice,N,172.56
MENU13388_3888,REST13388,Chole Masala,Curries,Y,205.34
MENU14001_5353,REST14001,Chicken Biryani,Biryani,N,282.01
MENU17481_5488,REST17481,Egg Noodles,Noodles,N,200.74
MENU04012_2648,REST04012,Bonda,Snacks,Y,138.25
MENU12090_9920,REST12090,Veg Pulao,Rice,Y,152.24
MENU12090_8860,REST12090,Vada,Snacks,Y,78.95
MENU12090_8156,REST12090,Veg Pulao,Rice,Y,100.58
MENU19662_4125,REST19662,Brownie with Ice Cream,Desserts,N,149.53
MENU19662_2952,REST19662,Sweet Lassi,Beverages,N,87.9
MENU19662_2378,REST19662,Cold Coffee,Beverages,Y,140.29
MENU03374_3328,REST03374,Cold Coffee,Beverages,Y,116.11
MENU03374_7033,REST03374,Gulab Jamun,Desserts,Y,193.6
MENU19807_4045,REST19807,Rava Idli,Idli,Y,88.03
MENU19807_9719,REST19807,Chicken Puff,Snacks,N,116.92
MENU04616_5172,REST04616,Watermelon Juice,Juices,Y,72.73
MENU04616_4320,REST04616,Greek Salad,Salads,Y,219.87
MENU04616_9574,REST04616,Watermelon Juice,Juices,Y,117.47
MENU06390_7514,REST06390,Cold Coffee,Beverages,Y,105.8
MENU06390_1894,REST06390,Rasmalai,Desserts,Y,143.7
MENU06390_3334,REST06390,Brownie with Ice Cream,Desserts,N,158.5
MENU06390_4911,REST06390,Sweet Lassi,Beverages,Y,128.06
MENU14152_4078,REST14152,Chicken 65,Starters,N,133.09
MENU14152_9175,REST14152,Veg Cutlet,Starters,Y,123.42
MENU14152_2894,REST14152,Chicken Hakka Noodles,Noodles,N,212.72
MENU14152_8742,REST14152,Chicken 65,Starters,N,235.95
MENU17517_4443,REST17517,Egg Fried Rice,Fried Rice,N,214.01
MENU17517_3124,REST17517,Fish Fry,Starters,N,215.87
MENU17517_0893,REST17517,Schezwan Veg Noodles,Noodles,Y,252.51
MENU17517_0073,REST17517,Veg Fried Rice,Fried Rice,Y,188.42
MENU09832_5603,REST09832,Brownie with Ice Cream,Desserts,Y,89.53
MENU01243_4948,REST01243,Mutton Biryani,Biryani,N,209.52
MENU01243_3085,REST01243,Garlic Naan,Breads,Y,73.58
MENU05457_5953,REST05457,Chicken Hakka Noodles,Noodles,N,246.59
MENU05457_6010,REST05457,Egg Noodles,Noodles,N,231.9
MENU05457_3378,REST05457,Chicken Tikka,Starters,N,214.91
MENU05457_3574,REST05457,Veg Cutlet,Starters,Y,161.3
MENU13970_6973,REST13970,Cold Coffee,Beverages,Y,179.46
MENU13970_9445,REST13970,Chicken Burger,Burgers,N,173.51
MENU11280_2124,REST11280,Masala Chai,Beverages,Y,164.25
MENU11280_6234,REST11280,Chicken 65,Starters,N,148.78
MENU11280_1247,REST11280,Sweet Lassi,Beverages,Y,131.85
MENU08061_9006,REST08061,Chicken Burger,Burgers,N,120.9
MENU08061_7532,REST08061,Sweet Lassi,Beverages,Y,155.24
MENU09406_6338,REST09406,Chicken Kathi Roll,Wraps,N,125.53
MENU01143_3996,REST01143,Mutton Biryani,Biryani,N,215.15
MENU01143_7058,REST01143,Chicken 65,Starters,N,178.29
MENU01143_9684,REST01143,Paneer Tikka,Starters,Y,162.65
MENU14751_6568,REST14751,Peri-Peri Fries,Fries,Y,144.27
MENU14751_0979,REST14751,Chicken Burger,Burgers,N,164.23
MENU14751_6975,REST14751,Paneer Kathi Roll,Wraps,Y,197.86
MENU14751_3177,REST14751,Paneer Burger,Burgers,Y,158.26
MENU02990_6963,REST02990,Sweet Lassi,Beverages,N,108.23
MENU02990_0564,REST02990,Garlic Bread,Sides,Y,93.42
MENU02990_9333,REST02990,Cheesy Dip,Sides,Y,82.36
MENU10665_1597,REST10665,Fresh Orange Juice,Juices,Y,125.11
MENU10665_0625,REST10665,Greek Salad,Salads,Y,238.72
MENU09934_8457,REST09934,Masala Chai,Beverages,Y,66.34
MENU09934_0882,REST09934,Cheesy Dip,Sides,Y,94.26
MENU09934_4576,REST09934,Margherita Pizza,Pizza,Y,423.08
MENU13741_4270,REST13741,Lemon Rice,Rice,Y,166.43
MENU13741_2831,REST13741,Curd Rice,Rice,Y,96.35
MENU02327_3570,REST02327,Veg Pulao,Rice,Y,171.72
MENU02327_8785,REST02327,Bonda,Snacks,Y,75.94
MENU11859_9257,REST11859,Veg Hakka Noodles,Noodles,Y,162.37
MENU00730_5871,REST00730,Bonda,Snacks,Y,79.06
MENU00730_7069,REST00730,Bonda,Snacks,Y,105.45
MENU00730_1014,REST00730,Egg Fried Rice,Rice,N,93.06
MENU08312_0930,REST08312,Kadai Paneer,Curries,Y,277.93
MENU17575_5781,REST17575,Tandoori Roti,Breads,Y,77.03
MENU09184_1233,REST09184,Paneer Biryani,Biryani,Y,247.87
MENU09184_6670,REST09184,Chicken Biryani,Biryani,N,182.75
MENU09184_6734,REST09184,Butter Naan,Breads,N,39.56
MENU06010_4431,REST06010,Chicken Biryani,Biryani,N,287.59
MENU06010_6495,REST06010,Veg Cutlet,Starters,Y,192.14
MENU17850_7280,REST17850,Cheesy Dip,Sides,Y,114.03
MENU10850_1498,REST10850,Plain Dosa,Dosa,Y,125.12
MENU10850_9746,REST10850,Vada,Snacks,Y,64.34
MENU01791_3283,REST01791,Masala Chai,Beverages,Y,89.22
MENU01791_5038,REST01791,Margherita Pizza,Pizza,Y,366.63
MENU01791_5426,REST01791,Sweet Lassi,Beverages,N,123.13
MENU01791_7118,REST01791,Cheesy Dip,Sides,Y,133.02
MENU10618_1580,REST10618,Egg Biryani,Biryani,N,244.9
MENU06307_6458,REST06307,Sweet Lassi,Beverages,Y,147.17
MENU06307_1587,REST06307,Rasmalai,Desserts,Y,92.27
MENU02497_7320,REST02497,Chicken Hakka Noodles,Noodles,N,218.85
MENU02497_4730,REST02497,Chicken Tikka,Starters,N,187.05
MENU02497_1009,REST02497,Egg Fried Rice,Fried Rice,N,194.89
MENU02497_4194,REST02497,Egg Noodles,Noodles,N,162.85
MENU12029_6103,REST12029,Peri-Peri Fries,Fries,Y,130.9
MENU12029_6746,REST12029,Chicken Burger,Burgers,N,204.72
MENU00615_5448,REST00615,Schezwan Veg Noodles,Noodles,Y,150.82
MENU00615_8106,REST00615,Chicken 65,Starters,N,237.18
MENU06952_1226,REST06952,Chicken Biryani,Biryani,N,210.43
MENU06952_7495,REST06952,Paneer Tikka,Starters,Y,188.26
MENU06952_9220,REST06952,Chicken Biryani,Biryani,N,266.61
MENU08461_0826,REST08461,Chicken Protein Bowl,Bowls,N,257.36
MENU08461_0355,REST08461,Chicken Caesar Salad,Salads,N,242.01
MENU08679_2301,REST08679,Veg Burger,Burgers,Y,163.18
MENU08679_8310,REST08679,Paneer Burger,Burgers,Y,218.53
MENU08679_3173,REST08679,Veg Wrap,Wraps,Y,120.92
MENU08679_7390,REST08679,Paneer Kathi Roll,Wraps,Y,121.5
MENU00222_3419,REST00222,Mutton Rogan Josh,Curries,N,173.32
MENU19833_2102,REST19833,Veg Hakka Noodles,Noodles,Y,223.25
MENU19833_0584,REST19833,Schezwan Fried Rice,Fried Rice,Y,197.06
MENU04398_8904,REST04398,Schezwan Veg Noodles,Noodles,Y,203.48
MENU04398_0020,REST04398,Schezwan Veg Noodles,Noodles,Y,206.9
MENU08948_1649,REST08948,Garlic Naan,Breads,Y,53.95
MENU08948_6494,REST08948,Paneer Tikka,Starters,Y,124.77
MENU07891_5274,REST07891,Curd Rice,Rice,Y,103.14
MENU17266_1600,REST17266,Chicken Burger,Burgers,N,147.68
MENU17266_9013,REST17266,Egg Roll,Wraps,N,140.21
MENU19177_6967,REST19177,Paneer Tikka,Starters,Y,239.63
MENU19177_6401,REST19177,Mutton Rogan Josh,Curries,N,276.91
MENU05963_1199,REST05963,Masala Chai,Beverages,Y,145.12
MENU05963_0411,REST05963,Cold Coffee,Beverages,Y,119.12
MENU05963_4405,REST05963,Cold Coffee,Beverages,Y,78.77
MENU05963_8995,REST05963,Veg Burger,Burgers,Y,136.96
MENU01619_5605,REST01619,Rasmalai,Desserts,Y,91.17
MENU11743_2943,REST11743,Masala Dosa,Dosa,Y,99.55
MENU11743_1883,REST11743,Lemon Rice,Rice,Y,173.24
MENU11743_1078,REST11743,Vada,Snacks,Y,99.17
MENU03537_2243,REST03537,Sweet Lassi,Beverages,N,148.66
MENU03537_2562,REST03537,Fresh Lime Soda,Beverages,Y,159.66
MENU13703_9848,REST13703,Chicken Fried Rice,Fried Rice,N,180.39
MENU13703_4555,REST13703,Egg Fried Rice,Fried Rice,N,164.79
MENU13703_8261,REST13703,Egg Fried Rice,Fried Rice,N,226.39
MENU13703_4178,REST13703,Veg Fried Rice,Fried Rice,Y,225.27
MENU09216_8446,REST09216,French Fries,Fries,Y,90.54
MENU18577_4188,REST18577,Chicken Tikka,Starters,N,209.44
MENU18577_4994,REST18577,Egg Fried Rice,Fried Rice,N,138.54
MENU18577_4261,REST18577,Egg Noodles,Noodles,N,224.58
MENU19010_6060,REST19010,Chicken Biryani,Biryani,N,292.82
MENU19010_3531,REST19010,Paneer Biryani,Biryani,Y,200.63
MENU19010_2633,REST19010,Paneer Biryani,Biryani,Y,252.22
MENU17738_7719,REST17738,Plain Dosa,Dosa,Y,100.02
MENU14288_1496,REST14288,Idli Sambar,Idli,N,63.13
MENU14288_7149,REST14288,Masala Dosa,Dosa,Y,96.8
MENU14111_2194,REST14111,Cold Coffee,Beverages,Y,137.94
MENU14111_4528,REST14111,Veggie Supreme Pizza,Pizza,Y,205.05
MENU04595_8603,REST04595,Paneer Tikka,Starters,Y,182.27
MENU04595_8402,REST04595,Chicken 65,Starters,N,183.65
MENU04595_6209,REST04595,Fish Fry,Starters,N,128.9
MENU07754_3045,REST07754,Paneer Tikka,Starters,Y,147.82
MENU07754_2628,REST07754,Egg Biryani,Biryani,N,273.26
MENU12541_1475,REST12541,Schezwan Fried Rice,Fried Rice,Y,230.9
MENU12541_3194,REST12541,Veg Fried Rice,Fried Rice,Y,156.9
MENU17096_9972,REST17096,Kadai Paneer,Curries,Y,258.79
MENU10660_3400,REST10660,Veg Fried Rice,Fried Rice,Y,138.26
MENU01956_0812,REST01956,Cold Coffee,Beverages,Y,115.23
MENU01956_2977,REST01956,Fresh Lime Soda,Beverages,Y,118.89
MENU00322_9095,REST00322,Sweet Lassi,Beverages,N,93.6
MENU16046_9119,REST16046,Gobi Manchurian,Starters,Y,130.91
MENU16046_0078,REST16046,Veg Cutlet,Starters,Y,152.3
MENU16046_4962,REST16046,Fish Fry,Starters,N,195.37
MENU12431_4489,REST12431,Sweet Lassi,Beverages,Y,139.41
MENU16679_7396,REST16679,Paneer Butter Masala,Curries,Y,223.22
MENU16679_5717,REST16679,Dal Tadka,Curries,Y,247.44
MENU16679_3640,REST16679,Chicken Tikka Masala,Curries,N,217.54
MENU09550_1750,REST09550,Veg Pulao,Rice,Y,124.49
MENU09550_9271,REST09550,Chicken Puff,Snacks,N,133.27
MENU13904_8254,REST13904,Chicken Caesar Salad,Salads,N,214.19
MENU13904_5664,REST13904,Chicken Protein Bowl,Bowls,N,164.99
MENU06467_3061,REST06467,Chicken 65,Starters,N,230.48
MENU06467_5528,REST06467,Chicken Tikka,Starters,N,157.69
MENU16506_6646,REST16506,Cold Coffee,Beverages,Y,61.91
MENU16506_8989,REST16506,Cold Coffee,Beverages,Y,115.38
MENU05106_9367,REST05106,Cheesy Dip,Sides,Y,105.64
MENU05106_0370,REST05106,Sweet Lassi,Beverages,N,103.86
MENU16589_7141,REST16589,Gobi Manchurian,Starters,Y,178.81
MENU17278_3225,REST17278,Schezwan Veg Noodles,Noodles,Y,155.05
MENU07963_9844,REST07963,Butter Chicken,Curries,N,182.46
MENU07963_3973,REST07963,Tandoori Roti,Breads,Y,32.23
MENU19690_7047,REST19690,Kadai Paneer,Curries,Y,241.54
MENU19690_5132,REST19690,Mutton Biryani,Biryani,N,270
MENU19690_8736,REST19690,Kadai Paneer,Curries,Y,222.25
MENU19690_0105,REST19690,Butter Naan,Breads,Y,35.95
MENU04523_4205,REST04523,Idli Sambar,Idli,N,62.25
MENU04523_3229,REST04523,Mysore Masala Dosa,Dosa,Y,94.16
MENU17335_7157,REST17335,Lemon Rice,Rice,Y,130.98
MENU17335_8520,REST17335,Idli Sambar,Idli,N,116.37
MENU02872_7961,REST02872,Fish Fry,Starters,N,154.57
MENU04648_6838,REST04648,Garlic Bread,Sides,Y,81.87
MENU04648_2036,REST04648,Cold Coffee,Beverages,Y,89.22
MENU05861_4296,REST05861,Chicken Tikka Masala,Curries,N,210.75
MENU05861_5473,REST05861,Mutton Rogan Josh,Curries,N,176.4
MENU08031_6536,REST08031,Idli Sambar,Idli,N,105.75
MENU08031_9132,REST08031,Veg Pulao,Rice,Y,168.11
MENU08031_2546,REST08031,Idli Sambar,Idli,Y,102.28
MENU08031_6533,REST08031,Bonda,Snacks,Y,137.79
MENU18048_8950,REST18048,Mutton Rogan Josh,Curries,N,226.22
MENU18048_4841,REST18048,Butter Chicken,Curries,N,240.79
MENU18048_6960,REST18048,Paneer Tikka,Starters,Y,154.78
MENU16921_8670,REST16921,Butter Naan,Breads,Y,54.71
MENU19693_6452,REST19693,Masala Chai,Beverages,Y,83.63
MENU19693_4923,REST19693,Masala Chai,Beverages,Y,146.91
MENU19693_8010,REST19693,Fresh Lime Soda,Beverages,Y,138.83
MENU19693_6657,REST19693,Veg Biryani,Biryani,Y,217.23
MENU04468_6967,REST04468,Chicken 65,Starters,N,214.88
MENU04468_3423,REST04468,Veg Biryani,Biryani,Y,187.05
MENU10551_8188,REST10551,Falooda,Desserts,Y,102.36
MENU10551_5620,REST10551,Brownie with Ice Cream,Desserts,Y,167.32
MENU10551_0318,REST10551,Masala Chai,Beverages,Y,71.53
MENU00316_3683,REST00316,Cold Coffee,Beverages,Y,127.38
MENU00316_8803,REST00316,Veg Wrap,Wraps,Y,144.84
MENU00316_8059,REST00316,Paneer Kathi Roll,Wraps,Y,168.63
MENU07353_4725,REST07353,Masala Chai,Beverages,Y,142.76
MENU07353_3712,REST07353,Paneer Biryani,Biryani,Y,208.7
MENU19116_7338,REST19116,Fresh Orange Juice,Juices,N,111.05
MENU17865_5710,REST17865,Veg Biryani,Biryani,Y,319.17
MENU17865_5502,REST17865,Chicken Biryani,Biryani,N,187.18
MENU19042_0448,REST19042,Gobi Manchurian,Starters,Y,131.69
MENU19028_0799,REST19028,Curd Rice,Rice,Y,124.12
MENU19028_6941,REST19028,Idli Sambar,Idli,N,60.9
MENU14577_1786,REST14577,Rasmalai,Desserts,Y,151.56
MENU14577_1920,REST14577,Rasmalai,Desserts,Y,91.88
MENU14577_3284,REST14577,Gulab Jamun,Desserts,Y,120.71
MENU05079_0473,REST05079,Sweet Lassi,Beverages,Y,179.14
MENU05079_6690,REST05079,Paneer Tikka Pizza,Pizza,Y,271.74
MENU05079_6943,REST05079,Chicken Tikka Pizza,Pizza,N,400.61
MENU03566_0479,REST03566,Fresh Lime Soda,Beverages,Y,149.8
MENU03566_5631,REST03566,Sweet Lassi,Beverages,N,75.73
MENU03566_0377,REST03566,Garlic Bread,Sides,Y,150.19
MENU03566_1700,REST03566,Chicken Tikka Pizza,Pizza,N,257.87
MENU03566_2808,REST03566,Margherita Pizza,Pizza,Y,400.78
MENU19605_1900,REST19605,Mysore Masala Dosa,Dosa,Y,122.74
MENU03573_4832,REST03573,Mutton Biryani,Biryani,N,303.93
MENU03573_2209,REST03573,Garlic Naan,Breads,Y,34.89
MENU09314_7333,REST09314,Paneer Tikka Pizza,Pizza,Y,227.46
MENU09314_1492,REST09314,Sweet Lassi,Beverages,Y,100.76
MENU09314_6806,REST09314,Chicken Wings,Sides,N,109.82
MENU09314_5510,REST09314,Pepperoni Pizza,Pizza,N,209.74
MENU01690_5256,REST01690,Veg Fried Rice,Fried Rice,Y,168.32
MENU01690_2499,REST01690,Veg Cutlet,Starters,Y,228.25
MENU12774_4870,REST12774,Gobi Manchurian,Starters,Y,144.48
MENU17100_0155,REST17100,Sweet Lassi,Beverages,Y,141.64
