customer_id,signup_date,city,acquisition_channel,month
CUST036060,14-11-2024,Chennai,Referral,November
CUST036061,16-05-2025,Chennai,Paid,May
CUST036062,04-02-2025,Ahmedabad,Organic,February
CUST036063,07-02-2025,Bengaluru,Paid,February
CUST036066,16-03-2025,Bengaluru,Organic,March
CUST036069,30-01-2025,Mumbai,Organic,January
CUST036071,26-01-2025,Bengaluru,Paid,January
CUST036073,19-02-2025,Ahmedabad,Referral,February
CUST036074,01-02-2025,Mumbai,Paid,February
CUST036075,14-04-2025,Hyderabad,Organic,April
CUST036076,05-12-2024,Bengaluru,Organic,December
CUST036077,31-12-2024,Ahmedabad,Paid,December
CUST036081,26-05-2025,Bengaluru,Paid,May
CUST036082,10-12-2024,Delhi,Organic,December
CUST036092,05-01-2025,Bengaluru,Organic,January
CUST036093,31-01-2025,Pune,Social,January
CUST036098,20-12-2024,Pune,Organic,December
CUST036099,30-04-2025,Ahmedabad,Organic,April
CUST036100,19-05-2025,Pune,Organic,May
CUST036101,12-11-2024,Mumbai,Paid,November
CUST036102,02-01-2025,Ahmedabad,Organic,January
CUST036105,07-02-2025,Delhi,Organic,February
CUST036107,29-12-2024,Bengaluru,Organic,December
CUST036108,21-02-2025,Kolkata,Referral,February
CUST036109,21-02-2025,Bengaluru,Organic,February
CUST036110,20-05-2025,Bengaluru,Referral,May
CUST036111,02-12-2024,Chennai,Organic,December
CUST036113,31-01-2025,Bengaluru,Organic,January
CUST036115,08-04-2025,Hyderabad,Organic,April
CUST036116,30-07-2025,Pune,Paid,July
CUST036118,12-02-2025,Mumbai,Paid,February
CUST036120,15-04-2025,Pune,Organic,April
CUST036121,23-11-2024,Mumbai,Referral,November
CUST036125,24-03-2025,Bengaluru,Organic,March
CUST036126,10-02-2025,Chennai,Organic,February
CUST036127,07-07-2025,Bengaluru,Paid,July
CUST036128,04-12-2024,Bengaluru,Organic,December
CUST036129,19-02-2025,Hyderabad,Organic,February
CUST036130,27-03-2025,Bengaluru,Organic,March
CUST036133,10-03-2025,Kolkata,Paid,March
CUST036134,17-05-2025,Bengaluru,Organic,May
CUST036139,05-04-2025,Mumbai,Organic,April
CUST036140,27-12-2024,Delhi,Organic,December
CUST036142,09-07-2025,Bengaluru,Paid,July
CUST036148,21-01-2025,Bengaluru,Paid,January
CUST036149,28-12-2024,Ahmedabad,Paid,December
CUST036150,26-01-2025,Ahmedabad,Organic,January
CUST036151,26-01-2025,Bengaluru,Referral,January
CUST036153,23-01-2025,Delhi,Organic,January
CUST036154,01-04-2025,Bengaluru,Social,April
CUST036158,18-01-2025,Bengaluru,Referral,January
CUST036159,20-01-2025,Pune,Referral,January
CUST036160,29-12-2024,Chennai,Organic,December
CUST036162,21-09-2025,Mumbai,Organic,September
CUST036164,02-12-2024,Mumbai,Paid,December
CUST036168,28-03-2025,Bengaluru,Organic,March
CUST036169,31-12-2024,Ahmedabad,Organic,December
CUST036173,08-01-2025,Bengaluru,Referral,January
CUST036174,02-02-2025,Pune,Organic,February
CUST036175,31-03-2025,Bengaluru,Organic,March
CUST036179,11-03-2025,Bengaluru,Paid,March
CUST036180,10-04-2025,Pune,Paid,April
CUST036181,31-12-2024,Ahmedabad,Organic,December
CUST036183,01-04-2025,Bengaluru,Organic,April
CUST036185,28-04-2025,Hyderabad,Social,April
CUST036186,09-03-2025,Mumbai,Organic,March
CUST036187,30-01-2025,Bengaluru,Referral,January
CUST036188,13-02-2025,Bengaluru,Paid,February
CUST036190,04-04-2025,Bengaluru,Organic,April
CUST036191,07-03-2025,Mumbai,Organic,March
CUST036193,15-07-2025,Kolkata,Organic,July
CUST036194,23-05-2025,Hyderabad,Organic,May
CUST036197,25-02-2025,Delhi,Social,February
CUST036199,11-01-2025,Bengaluru,Social,January
CUST036200,08-01-2025,Bengaluru,Organic,January
CUST036201,04-03-2025,Bengaluru,Paid,March
CUST036202,18-07-2025,Delhi,Paid,July
CUST036204,06-04-2025,Bengaluru,Social,April
CUST036205,22-03-2025,Bengaluru,Organic,March
CUST036207,23-02-2025,Pune,Social,February
CUST036209,01-07-2025,Bengaluru,Paid,July
CUST036210,19-02-2025,Kolkata,Social,February
CUST036211,11-12-2024,Delhi,Organic,December
CUST036213,23-01-2025,Chennai,Organic,January
CUST036214,04-03-2025,Mumbai,Organic,March
CUST036215,28-05-2025,Bengaluru,Referral,May
CUST036216,29-04-2025,Delhi,Organic,April
CUST036217,16-11-2024,Chennai,Paid,November
CUST036219,16-02-2025,Delhi,Paid,February
CUST036221,01-01-2025,Delhi,Social,January
CUST036222,05-05-2025,Ahmedabad,Organic,May
CUST036227,10-02-2025,Pune,Organic,February
CUST036230,30-01-2025,Ahmedabad,Social,January
CUST036232,20-12-2024,Bengaluru,Organic,December
CUST036233,26-02-2025,Pune,Organic,February
CUST036235,26-03-2025,Chennai,Social,March
CUST036238,29-01-2025,Mumbai,Organic,January
CUST036239,04-03-2025,Hyderabad,Paid,March
CUST036240,21-12-2024,Bengaluru,Organic,December
CUST036241,09-04-2025,Delhi,Organic,April
CUST036242,19-03-2025,Delhi,Organic,March
CUST036243,11-07-2025,Chennai,Referral,July
CUST036245,24-12-2024,Bengaluru,Social,December
CUST036248,27-12-2024,Mumbai,Organic,December
CUST036249,28-12-2024,Delhi,Organic,December
CUST036250,12-04-2025,Chennai,Organic,April
CUST036251,02-02-2025,Pune,Organic,February
CUST036253,09-01-2025,Delhi,Social,January
CUST036254,05-06-2025,Chennai,Paid,June
CUST036255,19-12-2024,Hyderabad,Social,December
CUST036256,25-11-2024,Bengaluru,Organic,November
CUST036257,04-11-2024,Bengaluru,Organic,November
CUST036258,12-02-2025,Mumbai,Organic,February
CUST036260,26-12-2024,Bengaluru,Organic,December
CUST036261,03-03-2025,Mumbai,Paid,March
CUST036264,17-03-2025,Bengaluru,Referral,March
CUST036265,08-02-2025,Mumbai,Organic,February
CUST036266,17-09-2025,Hyderabad,Paid,September
CUST036269,19-02-2025,Mumbai,Organic,February
CUST036270,29-11-2024,Chennai,Referral,November
CUST036271,18-01-2025,Mumbai,Paid,January
CUST036272,24-06-2025,Kolkata,Paid,June
CUST036273,26-03-2025,Chennai,Social,March
CUST036274,10-02-2025,Hyderabad,Organic,February
CUST036275,06-01-2025,Bengaluru,Organic,January
CUST036279,09-07-2025,Bengaluru,Referral,July
CUST036280,16-01-2025,Mumbai,Social,January
CUST036282,24-02-2025,Chennai,Referral,February
CUST036284,08-11-2024,Delhi,Organic,November
CUST036286,24-01-2025,Bengaluru,Organic,January
CUST036288,06-02-2025,Kolkata,Paid,February
CUST036289,11-05-2025,Bengaluru,Paid,May
CUST036290,06-01-2025,Hyderabad,Organic,January
CUST036291,10-09-2025,Delhi,Paid,September
CUST036293,25-02-2025,Mumbai,Organic,February
CUST036294,11-03-2025,Pune,Organic,March
CUST036298,22-11-2024,Delhi,Paid,November
CUST036299,11-03-2025,Hyderabad,Organic,March
CUST036300,02-06-2025,Delhi,Referral,June
CUST036302,06-01-2025,Ahmedabad,Organic,January
CUST036304,20-06-2025,Bengaluru,Social,June
CUST036306,31-01-2025,Bengaluru,Social,January
CUST036307,27-05-2025,Bengaluru,Organic,May
CUST036309,09-02-2025,Delhi,Organic,February
CUST036310,20-11-2024,Ahmedabad,Organic,November
CUST036312,22-01-2025,Hyderabad,Organic,January
CUST036313,12-12-2024,Hyderabad,Paid,December
CUST036316,11-01-2025,Mumbai,Organic,January
CUST036317,03-03-2025,Delhi,Organic,March
CUST036318,31-12-2024,Ahmedabad,Organic,December
CUST036320,20-01-2025,Bengaluru,Organic,January
CUST036322,28-02-2025,Mumbai,Paid,February
CUST036325,06-11-2024,Bengaluru,Organic,November
CUST036326,27-12-2024,Delhi,Organic,December
CUST036328,14-03-2025,Bengaluru,Social,March
CUST036330,12-12-2024,Pune,Organic,December
CUST036332,09-03-2025,Mumbai,Organic,March
CUST036335,22-04-2025,Pune,Organic,April
CUST036336,12-02-2025,Bengaluru,Referral,February
CUST036337,20-12-2024,Delhi,Social,December
CUST036339,02-02-2025,Chennai,Organic,February
CUST036340,22-12-2024,Mumbai,Organic,December
CUST036341,11-03-2025,Delhi,Organic,March
CUST036342,25-11-2024,Kolkata,Paid,November
CUST036343,01-01-2025,Bengaluru,Organic,January
CUST036344,16-02-2025,Delhi,Referral,February
CUST036346,24-01-2025,Delhi,Organic,January
CUST036347,15-01-2025,Delhi,Paid,January
CUST036349,26-03-2025,Delhi,Organic,March
CUST036351,02-09-2025,Mumbai,Paid,September
CUST036356,04-12-2024,Delhi,Organic,December
CUST036357,29-12-2024,Delhi,Paid,December
CUST036358,26-11-2024,Delhi,Organic,November
CUST036359,19-02-2025,Ahmedabad,Organic,February
CUST036363,01-12-2024,Mumbai,Organic,December
CUST036365,05-02-2025,Bengaluru,Organic,February
CUST036366,09-03-2025,Kolkata,Organic,March
CUST036368,03-02-2025,Mumbai,Organic,February
CUST036372,14-03-2025,Chennai,Social,March
CUST036373,25-01-2025,Delhi,Social,January
CUST036374,26-02-2025,Ahmedabad,Paid,February
CUST036376,07-12-2024,Bengaluru,Organic,December
CUST036377,16-12-2024,Ahmedabad,Organic,December
CUST036379,15-01-2025,Ahmedabad,Organic,January
CUST036380,28-04-2025,Delhi,Social,April
CUST036381,16-02-2025,Mumbai,Organic,February
CUST036382,23-12-2024,Mumbai,Organic,December
CUST036383,07-12-2024,Delhi,Organic,December
CUST036384,09-07-2025,Hyderabad,Social,July
CUST036385,31-01-2025,Delhi,Organic,January
CUST036389,02-01-2025,Chennai,Referral,January
CUST036390,17-12-2024,Kolkata,Organic,December
CUST036393,05-01-2025,Mumbai,Referral,January
CUST036394,01-09-2025,Delhi,Referral,September
CUST036396,05-01-2025,Pune,Organic,January
CUST036397,07-12-2024,Ahmedabad,Organic,December
CUST036401,22-12-2024,Ahmedabad,Organic,December
CUST036402,28-02-2025,Bengaluru,Organic,February
CUST036403,13-03-2025,Mumbai,Organic,March
CUST036404,02-03-2025,Bengaluru,Organic,March
CUST036411,25-04-2025,Bengaluru,Social,April
CUST036412,13-02-2025,Hyderabad,Paid,February
CUST036413,05-04-2025,Kolkata,Organic,April
CUST036414,25-04-2025,Pune,Organic,April
CUST036415,12-02-2025,Bengaluru,Organic,February
CUST036416,21-01-2025,Mumbai,Organic,January
CUST036417,21-11-2024,Mumbai,Organic,November
CUST036418,11-07-2025,Delhi,Organic,July
CUST036419,29-06-2025,Bengaluru,Paid,June
CUST036421,09-03-2025,Pune,Organic,March
CUST036422,21-02-2025,Hyderabad,Organic,February
CUST036424,17-01-2025,Mumbai,Social,January
CUST036426,15-11-2024,Pune,Referral,November
CUST036428,23-05-2025,Delhi,Referral,May
CUST036430,16-12-2024,Mumbai,Paid,December
CUST036432,08-03-2025,Bengaluru,Organic,March
CUST036433,09-05-2025,Bengaluru,Paid,May
CUST036435,15-01-2025,Kolkata,Paid,January
CUST036436,10-03-2025,Mumbai,Organic,March
CUST036438,26-12-2024,Bengaluru,Paid,December
CUST036441,20-09-2025,Kolkata,Social,September
CUST036443,30-06-2025,Chennai,Paid,June
CUST036444,26-12-2024,Delhi,Organic,December
CUST036445,20-02-2025,Pune,Organic,February
CUST036447,20-11-2024,Bengaluru,Social,November
CUST036450,20-03-2025,Delhi,Organic,March
CUST036451,26-04-2025,Delhi,Organic,April
CUST036452,06-03-2025,Ahmedabad,Social,March
CUST036453,04-12-2024,Hyderabad,Referral,December
CUST036455,29-01-2025,Mumbai,Paid,January
CUST036456,14-02-2025,Bengaluru,Paid,February
CUST036459,26-11-2024,Delhi,Paid,November
CUST036460,01-08-2025,Kolkata,Referral,August
CUST036464,01-03-2025,Chennai,Organic,March
CUST036466,05-03-2025,Chennai,Organic,March
CUST036467,07-03-2025,Bengaluru,Paid,March
CUST036469,04-02-2025,Bengaluru,Organic,February
CUST036470,03-04-2025,Kolkata,Organic,April
CUST036475,16-03-2025,Pune,Paid,March
CUST036477,04-04-2025,Bengaluru,Organic,April
CUST036479,07-02-2025,Kolkata,Paid,February
CUST036480,22-11-2024,Chennai,Referral,November
CUST036481,16-02-2025,Bengaluru,Paid,February
CUST036483,14-03-2025,Hyderabad,Organic,March
CUST036484,04-01-2025,Mumbai,Paid,January
CUST036485,02-03-2025,Bengaluru,Paid,March
CUST036489,10-02-2025,Mumbai,Referral,February
CUST036490,11-02-2025,Hyderabad,Organic,February
CUST036494,02-12-2024,Delhi,Paid,December
CUST036495,10-05-2025,Kolkata,Organic,May
CUST036498,08-01-2025,Delhi,Organic,January
CUST036500,21-02-2025,Chennai,Organic,February
CUST036503,08-03-2025,Bengaluru,Organic,March
CUST036504,05-05-2025,Kolkata,Organic,May
CUST036505,08-05-2025,Hyderabad,Paid,May
CUST036508,10-05-2025,Delhi,Organic,May
CUST036509,24-04-2025,Kolkata,Organic,April
CUST036510,05-12-2024,Bengaluru,Social,December
CUST036513,19-11-2024,Delhi,Organic,November
CUST036514,14-01-2025,Hyderabad,Social,January
CUST036515,03-09-2025,Delhi,Referral,September
CUST036516,09-04-2025,Chennai,Paid,April
CUST036520,06-01-2025,Bengaluru,Paid,January
CUST036521,12-04-2025,Mumbai,Social,April
CUST036522,03-02-2025,Kolkata,Paid,February
CUST036524,23-02-2025,Delhi,Paid,February
CUST036526,12-12-2024,Bengaluru,Referral,December
CUST036527,02-07-2025,Bengaluru,Organic,July
CUST036528,30-01-2025,Ahmedabad,Paid,January
CUST036531,27-04-2025,Chennai,Organic,April
CUST036533,25-04-2025,Bengaluru,Organic,April
CUST036535,22-03-2025,Ahmedabad,Organic,March
CUST036540,05-03-2025,Delhi,Referral,March
CUST036541,12-03-2025,Bengaluru,Paid,March
CUST036542,10-01-2025,Mumbai,Organic,January
CUST036543,06-02-2025,Bengaluru,Paid,February
CUST036544,09-01-2025,Ahmedabad,Organic,January
CUST036545,15-02-2025,Chennai,Organic,February
CUST036546,24-05-2025,Kolkata,Paid,May
CUST036547,09-06-2025,Kolkata,Referral,June
CUST036548,17-12-2024,Bengaluru,Paid,December
CUST036549,16-02-2025,Delhi,Referral,February
CUST036551,12-12-2024,Bengaluru,Organic,December
CUST036555,18-02-2025,Hyderabad,Organic,February
CUST036557,18-02-2025,Kolkata,Organic,February
CUST036559,27-02-2025,Ahmedabad,Referral,February
CUST036561,15-01-2025,Bengaluru,Organic,January
CUST036563,17-11-2024,Kolkata,Referral,November
CUST036564,03-09-2025,Hyderabad,Social,September
CUST036569,08-02-2025,Bengaluru,Organic,February
CUST036572,28-02-2025,Delhi,Organic,February
CUST036574,25-07-2025,Hyderabad,Social,July
CUST036575,11-12-2024,Bengaluru,Organic,December
CUST036578,12-07-2025,Mumbai,Organic,July
CUST036579,11-08-2025,Pune,Referral,August
CUST036580,24-03-2025,Ahmedabad,Social,March
CUST036582,02-12-2024,Hyderabad,Organic,December
CUST036583,12-04-2025,Chennai,Organic,April
CUST036584,12-01-2025,Mumbai,Organic,January
CUST036587,12-01-2025,Hyderabad,Organic,January
CUST036588,20-09-2025,Pune,Organic,September
CUST036590,05-01-2025,Delhi,Organic,January
CUST036591,06-06-2025,Hyderabad,Paid,June
CUST036593,15-02-2025,Delhi,Organic,February
CUST036596,22-03-2025,Hyderabad,Organic,March
CUST036598,17-12-2024,Kolkata,Organic,December
CUST036599,30-11-2024,Pune,Organic,November
CUST036601,17-12-2024,Bengaluru,Organic,December
CUST036602,03-03-2025,Mumbai,Social,March
CUST036604,13-06-2025,Kolkata,Organic,June
CUST036605,30-11-2024,Bengaluru,Organic,November
CUST036608,02-02-2025,Hyderabad,Organic,February
CUST036611,09-01-2025,Hyderabad,Organic,January
CUST036612,06-02-2025,Chennai,Organic,February
CUST036616,23-07-2025,Delhi,Paid,July
CUST036619,04-01-2025,Hyderabad,Referral,January
CUST036621,23-04-2025,Ahmedabad,Social,April
CUST036622,05-12-2024,Bengaluru,Organic,December
CUST036623,22-03-2025,Mumbai,Organic,March
CUST036625,23-12-2024,Chennai,Paid,December
CUST036626,08-03-2025,Delhi,Referral,March
CUST036631,02-02-2025,Delhi,Social,February
CUST036632,18-02-2025,Mumbai,Referral,February
CUST036635,09-07-2025,Delhi,Paid,July
CUST036640,29-06-2025,Bengaluru,Paid,June
CUST036642,17-01-2025,Delhi,Organic,January
CUST036644,18-06-2025,Bengaluru,Paid,June
CUST036645,25-06-2025,Mumbai,Paid,June
CUST036650,06-05-2025,Kolkata,Referral,May
CUST036651,12-01-2025,Bengaluru,Organic,January
CUST036653,19-12-2024,Delhi,Organic,December
CUST036655,22-02-2025,Hyderabad,Social,February
CUST036657,11-02-2025,Bengaluru,Referral,February
CUST036658,23-01-2025,Bengaluru,Paid,January
CUST036659,17-02-2025,Kolkata,Organic,February
CUST036660,06-09-2025,Mumbai,Social,September
CUST036662,21-03-2025,Bengaluru,Referral,March
CUST036663,18-03-2025,Delhi,Organic,March
CUST036664,14-02-2025,Bengaluru,Paid,February
CUST036665,24-01-2025,Hyderabad,Organic,January
CUST036666,31-01-2025,Bengaluru,Paid,January
CUST036668,15-05-2025,Bengaluru,Referral,May
CUST036669,13-12-2024,Bengaluru,Referral,December
CUST036670,21-03-2025,Pune,Organic,March
CUST036671,20-05-2025,Bengaluru,Paid,May
CUST036673,05-02-2025,Hyderabad,Organic,February
CUST036675,07-03-2025,Bengaluru,Referral,March
CUST036676,06-04-2025,Hyderabad,Paid,April
CUST036677,17-05-2025,Hyderabad,Referral,May
CUST036678,16-04-2025,Ahmedabad,Organic,April
CUST036679,13-03-2025,Bengaluru,Organic,March
CUST036680,09-05-2025,Mumbai,Organic,May
CUST036685,13-01-2025,Kolkata,Organic,January
CUST036687,22-04-2025,Chennai,Organic,April
CUST036689,31-07-2025,Bengaluru,Social,July
CUST036690,23-11-2024,Ahmedabad,Social,November
CUST036692,06-01-2025,Kolkata,Organic,January
CUST036693,27-03-2025,Chennai,Paid,March
CUST036696,15-04-2025,Delhi,Organic,April
CUST036697,19-02-2025,Hyderabad,Organic,February
CUST036701,02-05-2025,Pune,Referral,May
CUST036702,10-02-2025,Bengaluru,Organic,February
CUST036703,24-08-2025,Bengaluru,Referral,August
CUST036704,31-01-2025,Hyderabad,Organic,January
CUST036705,15-08-2025,Hyderabad,Organic,August
CUST036706,17-02-2025,Bengaluru,Referral,February
CUST036709,17-03-2025,Mumbai,Social,March
CUST036713,16-11-2024,Ahmedabad,Paid,November
CUST036714,28-12-2024,Chennai,Referral,December
CUST036715,15-12-2024,Chennai,Organic,December
CUST036716,22-12-2024,Bengaluru,Referral,December
CUST036718,30-12-2024,Delhi,Social,December
CUST036719,03-02-2025,Mumbai,Organic,February
CUST036726,17-05-2025,Bengaluru,Paid,May
CUST036727,12-12-2024,Mumbai,Referral,December
CUST036729,30-01-2025,Bengaluru,Organic,January
CUST036730,05-04-2025,Ahmedabad,Organic,April
CUST036732,05-08-2025,Chennai,Social,August
CUST036733,21-02-2025,Delhi,Social,February
CUST036734,31-01-2025,Kolkata,Paid,January
CUST036737,09-02-2025,Delhi,Organic,February
CUST036738,20-11-2024,Bengaluru,Social,November
CUST036739,13-03-2025,Bengaluru,Organic,March
CUST036741,29-01-2025,Hyderabad,Organic,January
CUST036746,11-02-2025,Delhi,Social,February
CUST036747,09-05-2025,Bengaluru,Referral,May
CUST036748,30-03-2025,Bengaluru,Referral,March
CUST036749,04-07-2025,Mumbai,Paid,July
CUST036750,16-03-2025,Bengaluru,Paid,March
CUST036751,18-02-2025,Bengaluru,Referral,February
CUST036752,13-05-2025,Mumbai,Organic,May
CUST036753,17-02-2025,Bengaluru,Organic,February
CUST036754,26-02-2025,Hyderabad,Organic,February
CUST036755,18-03-2025,Kolkata,Referral,March
CUST036756,31-01-2025,Mumbai,Paid,January
CUST036759,12-01-2025,Chennai,Paid,January
CUST036762,04-05-2025,Delhi,Paid,May
CUST036765,30-05-2025,Mumbai,Organic,May
CUST036767,05-12-2024,Bengaluru,Organic,December
CUST036768,17-04-2025,Mumbai,Referral,April
CUST036771,25-12-2024,Ahmedabad,Referral,December
CUST036772,19-12-2024,Delhi,Organic,December
CUST036775,06-01-2025,Hyderabad,Organic,January
CUST036779,15-08-2025,Kolkata,Paid,August
CUST036781,09-02-2025,Pune,Organic,February
CUST036782,01-02-2025,Ahmedabad,Organic,February
CUST036786,15-01-2025,Hyderabad,Paid,January
CUST036787,16-03-2025,Bengaluru,Paid,March
CUST036789,13-01-2025,Mumbai,Social,January
CUST036790,12-11-2024,Mumbai,Organic,November
CUST036791,27-07-2025,Mumbai,Social,July
CUST036793,07-03-2025,Bengaluru,Organic,March
CUST036795,07-01-2025,Hyderabad,Referral,January
CUST036797,28-03-2025,Hyderabad,Organic,March
CUST036800,22-01-2025,Mumbai,Social,January
CUST036801,29-12-2024,Hyderabad,Paid,December
CUST036804,07-02-2025,Delhi,Paid,February
CUST036805,13-12-2024,Ahmedabad,Organic,December
CUST036809,05-03-2025,Ahmedabad,Organic,March
CUST036811,20-03-2025,Bengaluru,Referral,March
CUST036812,30-01-2025,Bengaluru,Organic,January
CUST036813,14-02-2025,Ahmedabad,Social,February
CUST036815,13-03-2025,Mumbai,Paid,March
CUST036817,08-03-2025,Bengaluru,Social,March
CUST036818,01-04-2025,Mumbai,Referral,April
CUST036819,22-03-2025,Bengaluru,Referral,March
CUST036825,26-03-2025,Chennai,Organic,March
CUST036828,25-01-2025,Mumbai,Organic,January
CUST036830,21-01-2025,Chennai,Organic,January
CUST036831,11-02-2025,Hyderabad,Organic,February
CUST036836,24-03-2025,Mumbai,Referral,March
CUST036838,10-02-2025,Mumbai,Organic,February
CUST036839,08-12-2024,Delhi,Organic,December
CUST036841,16-02-2025,Chennai,Organic,February
CUST036842,20-12-2024,Mumbai,Paid,December
CUST036843,03-05-2025,Delhi,Referral,May
CUST036844,06-05-2025,Ahmedabad,Referral,May
CUST036845,11-03-2025,Bengaluru,Organic,March
CUST036847,26-01-2025,Kolkata,Referral,January
CUST036849,19-06-2025,Ahmedabad,Organic,June
CUST036850,30-01-2025,Chennai,Organic,January
CUST036852,24-01-2025,Ahmedabad,Organic,January
CUST036854,24-11-2024,Bengaluru,Organic,November
CUST036856,07-01-2025,Pune,Paid,January
CUST036857,11-11-2024,Delhi,Paid,November
CUST036858,04-03-2025,Bengaluru,Organic,March
CUST036859,12-03-2025,Mumbai,Referral,March
CUST036861,30-11-2024,Chennai,Paid,November
CUST036862,17-02-2025,Mumbai,Organic,February
CUST036863,11-02-2025,Mumbai,Organic,February
CUST036865,04-07-2025,Chennai,Organic,July
CUST036866,10-04-2025,Bengaluru,Organic,April
CUST036867,31-01-2025,Chennai,Paid,January
CUST036868,25-02-2025,Pune,Organic,February
CUST036870,08-01-2025,Ahmedabad,Social,January
CUST036871,30-06-2025,Delhi,Organic,June
CUST036873,03-02-2025,Ahmedabad,Social,February
CUST036874,18-02-2025,Pune,Organic,February
CUST036876,30-12-2024,Bengaluru,Paid,December
CUST036877,15-01-2025,Delhi,Organic,January
CUST036878,24-11-2024,Ahmedabad,Organic,November
CUST036879,18-02-2025,Kolkata,Paid,February
CUST036881,05-02-2025,Pune,Organic,February
CUST036882,11-05-2025,Hyderabad,Paid,May
CUST036884,31-01-2025,Bengaluru,Social,January
CUST036885,07-02-2025,Bengaluru,Social,February
CUST036886,11-03-2025,Bengaluru,Organic,March
CUST036888,30-12-2024,Bengaluru,Organic,December
CUST036890,08-12-2024,Bengaluru,Organic,December
CUST036894,18-12-2024,Delhi,Referral,December
CUST036895,29-12-2024,Hyderabad,Organic,December
CUST036896,15-03-2025,Bengaluru,Organic,March
CUST036898,30-03-2025,Bengaluru,Organic,March
CUST036900,07-01-2025,Chennai,Organic,January
CUST036903,09-03-2025,Delhi,Organic,March
CUST036904,05-12-2024,Bengaluru,Social,December
CUST036909,03-07-2025,Mumbai,Paid,July
CUST036910,02-02-2025,Ahmedabad,Referral,February
CUST036911,19-04-2025,Pune,Organic,April
CUST036912,06-05-2025,Bengaluru,Organic,May
CUST036913,14-01-2025,Bengaluru,Social,January
CUST036918,24-06-2025,Pune,Organic,June
CUST036919,19-11-2024,Bengaluru,Social,November
CUST036920,04-05-2025,Kolkata,Organic,May
CUST036921,16-06-2025,Kolkata,Paid,June
CUST036922,05-01-2025,Mumbai,Referral,January
CUST036924,14-03-2025,Chennai,Organic,March
CUST036926,10-02-2025,Bengaluru,Organic,February
CUST036927,21-07-2025,Bengaluru,Paid,July
CUST036929,28-12-2024,Delhi,Social,December
CUST036930,30-01-2025,Pune,Referral,January
CUST036931,08-03-2025,Delhi,Organic,March
CUST036936,04-04-2025,Delhi,Organic,April
CUST036937,10-03-2025,Delhi,Organic,March
CUST036938,20-02-2025,Chennai,Paid,February
CUST036940,22-12-2024,Mumbai,Paid,December
CUST036942,05-04-2025,Bengaluru,Paid,April
CUST036943,26-02-2025,Mumbai,Organic,February
CUST036944,21-02-2025,Hyderabad,Organic,February
CUST036945,22-01-2025,Kolkata,Organic,January
CUST036947,21-12-2024,Bengaluru,Referral,December
CUST036949,06-02-2025,Hyderabad,Organic,February
CUST036951,30-11-2024,Pune,Social,November
CUST036953,01-03-2025,Hyderabad,Organic,March
CUST036955,11-05-2025,Bengaluru,Organic,May
CUST036957,24-03-2025,Mumbai,Referral,March
CUST036959,19-02-2025,Chennai,Organic,February
CUST036960,18-01-2025,Chennai,Paid,January
CUST036961,28-03-2025,Ahmedabad,Referral,March
CUST036962,11-12-2024,Delhi,Organic,December
CUST036964,18-01-2025,Bengaluru,Referral,January
CUST036965,22-03-2025,Bengaluru,Organic,March
CUST036966,22-12-2024,Chennai,Referral,December
CUST036967,26-02-2025,Mumbai,Referral,February
CUST036969,14-03-2025,Hyderabad,Organic,March
CUST036971,31-12-2024,Delhi,Social,December
CUST036973,28-03-2025,Ahmedabad,Organic,March
CUST036974,26-04-2025,Bengaluru,Organic,April
CUST036976,13-03-2025,Bengaluru,Referral,March
CUST036977,05-01-2025,Pune,Paid,January
CUST036978,17-02-2025,Hyderabad,Organic,February
CUST036979,07-02-2025,Pune,Paid,February
CUST036980,03-02-2025,Bengaluru,Paid,February
CUST036981,24-01-2025,Chennai,Organic,January
CUST036985,02-01-2025,Hyderabad,Organic,January
CUST036987,08-03-2025,Pune,Paid,March
CUST036990,21-11-2024,Delhi,Organic,November
CUST036992,20-12-2024,Pune,Referral,December
CUST036993,18-02-2025,Hyderabad,Organic,February
CUST036994,06-03-2025,Bengaluru,Social,March
CUST036996,26-02-2025,Hyderabad,Paid,February
CUST037002,18-03-2025,Chennai,Social,March
CUST037003,05-02-2025,Mumbai,Paid,February
CUST037004,02-02-2025,Pune,Paid,February
CUST037006,05-02-2025,Mumbai,Organic,February
CUST037008,12-01-2025,Kolkata,Organic,January
CUST037011,09-02-2025,Mumbai,Referral,February
CUST037014,23-12-2024,Bengaluru,Social,December
CUST037019,04-02-2025,Hyderabad,Organic,February
CUST037020,23-03-2025,Mumbai,Paid,March
CUST037024,25-12-2024,Bengaluru,Social,December
CUST037027,10-01-2025,Hyderabad,Paid,January
CUST037029,18-03-2025,Ahmedabad,Organic,March
CUST037030,08-03-2025,Hyderabad,Organic,March
CUST037032,15-12-2024,Pune,Paid,December
CUST037033,01-02-2025,Bengaluru,Organic,February
CUST037037,23-12-2024,Delhi,Organic,December
CUST037038,06-02-2025,Chennai,Organic,February
CUST037041,17-03-2025,Pune,Referral,March
CUST037042,27-02-2025,Delhi,Organic,February
CUST037043,10-03-2025,Bengaluru,Organic,March
CUST037044,31-01-2025,Chennai,Organic,January
CUST037045,11-03-2025,Bengaluru,Organic,March
CUST037048,11-04-2025,Delhi,Organic,April
CUST037050,13-04-2025,Bengaluru,Organic,April
CUST037051,18-11-2024,Chennai,Paid,November
CUST037052,23-03-2025,Ahmedabad,Organic,March
CUST037053,29-05-2025,Mumbai,Referral,May
