order_id,customer_id,restaurant_id,rating,review_text,review_timestamp,sentiment_score
ORD202501013242,CUST199825,REST15975,4.2,Could be hotter,31-01-2025 0.07,0.6
ORD202501007822,CUST047145,REST18084,4.7,Excellent service,31-01-2025 0.08,0.85
ORD202501004555,CUST035504,REST04167,4.1,Okay experience,30-01-2025 23.09,0.55
ORD202501001675,CUST049977,REST08366,4.7,Excellent service,31-01-2025 0.11,0.85
ORD202501009822,CUST120251,REST04446,5,Super fast delivery,30-01-2025 23.11,1
ORD202501004844,CUST183358,REST14874,4,Okay experience,31-01-2025 0.12,0.5
ORD202501003641,CUST131217,REST03834,5,Super fast delivery,31-01-2025 0.12,1
ORD202501009512,CUST188223,REST15113,4.6,Fresh and delicious,30-01-2025 23.13,0.8
ORD202501020632,CUST048146,REST18432,4.9,Loved it!,31-01-2025 0.13,0.95
ORD202501004530,CUST018467,REST07774,4.6,Great taste!,30-01-2025 23.15,0.8
ORD202501017100,CUST079173,REST02264,4.8,Excellent service,30-01-2025 23.16,0.9
ORD202501008025,CUST002426,REST00996,5,Loved it!,31-01-2025 0.17,1
ORD202501006606,CUST077460,REST17586,4.8,Great taste!,30-01-2025 23.17,0.9
ORD202501012354,CUST031906,REST07120,4.7,Great taste!,30-01-2025 23.19,0.85
ORD202501004375,CUST067331,REST01230,4,Could be hotter,31-01-2025 0.20,0.5
ORD202501005743,CUST154414,REST03459,5,Super fast delivery,30-01-2025 23.22,1
ORD202501019877,CUST024478,REST03029,5,Super fast delivery,30-01-2025 23.22,1
ORD202501001623,CUST129616,REST07743,4.3,Good but can improve,30-01-2025 23.24,0.65
ORD202501015499,CUST058733,REST10473,4.9,Great taste!,30-01-2025 23.25,0.95
ORD202501019454,CUST038416,REST09298,5,Fresh and delicious,30-01-2025 23.25,1
ORD202501024982,CUST051882,REST16673,4.8,Fresh and delicious,30-01-2025 23.25,0.9
ORD202501017056,CUST072857,REST01701,4.4,Satisfied overall,31-01-2025 0.27,0.7
ORD202501002420,CUST052317,REST03826,4.1,Tasty but a bit late,30-01-2025 23.30,0.55
ORD202501024947,CUST034060,REST14352,4.4,Okay experience,31-01-2025 0.30,0.7
ORD202501023372,CUST175670,REST00972,4.8,Super fast delivery,30-01-2025 23.32,0.9
ORD202501023835,CUST136542,REST16332,4.5,Super fast delivery,31-01-2025 0.32,0.75
ORD202501001209,CUST163628,REST14688,4.5,Super fast delivery,31-01-2025 0.33,0.75
ORD202501017977,CUST193411,REST12293,5,Fresh and delicious,30-01-2025 23.37,1
ORD202501013921,CUST189427,REST00356,4.3,Could be hotter,31-01-2025 0.38,0.65
ORD202501006818,CUST083814,REST19068,5,Fresh and delicious,30-01-2025 23.38,1
ORD202501024421,CUST191227,REST18352,4.9,Loved it!,30-01-2025 23.39,0.95
ORD202501006237,CUST005233,REST03431,4.4,Could be hotter,31-01-2025 0.41,0.7
ORD202501020621,CUST034221,REST09126,5,Super fast delivery,30-01-2025 23.41,1
ORD202501004610,CUST074486,REST06370,4.1,Good but can improve,31-01-2025 0.42,0.55
ORD202501010525,CUST033123,REST11760,4.3,Okay experience,30-01-2025 23.42,0.65
ORD202501013622,CUST054051,REST03023,4.4,Tasty but a bit late,30-01-2025 23.44,0.7
ORD202501017412,CUST060920,REST07640,5,Loved it!,31-01-2025 0.44,1
ORD202501011066,CUST042415,REST17606,4.1,Okay experience,31-01-2025 0.45,0.55
ORD202501023802,CUST023732,REST08118,4.6,Fresh and delicious,30-01-2025 23.46,0.8
ORD202501001137,CUST132204,REST08982,4.9,Loved it!,30-01-2025 23.47,0.95
ORD202501011905,CUST048636,REST16609,5,Loved it!,31-01-2025 0.52,1
ORD202501004191,CUST016373,REST06146,4.4,Okay experience,31-01-2025 0.54,0.7
ORD202501010703,CUST051396,REST04621,4.4,Okay experience,31-01-2025 0.54,0.7
ORD202501017174,CUST030650,REST07912,4.1,Good but can improve,30-01-2025 23.56,0.55
ORD202501013917,CUST126476,REST00245,4.1,Good but can improve,31-01-2025 0.56,0.55
ORD202501016151,CUST054912,REST04218,3.8,Could be hotter,30-01-2025 23.57,0.4
ORD202501009647,CUST191053,REST04732,4.9,Super fast delivery,30-01-2025 23.57,0.95
ORD202501020135,CUST009592,REST16927,4.6,Super fast delivery,31-01-2025 0.58,0.8
ORD202501023170,CUST165083,REST01308,4.7,Great taste!,31-01-2025 0.59,0.85
ORD202501002994,CUST081525,REST03332,4.9,Fresh and delicious,31-01-2025 1.00,0.95
ORD202501016660,CUST045096,REST09539,4.4,Could be hotter,31-01-2025 1.00,0.7
ORD202501012781,CUST106651,REST14791,4.8,Super fast delivery,31-01-2025 0.01,0.9
ORD202501011605,CUST141703,REST07133,4.2,Could be hotter,31-01-2025 0.02,0.6
ORD202501024365,CUST073887,REST13948,5,Loved it!,31-01-2025 0.03,1
ORD202501023449,CUST049533,REST01559,4.7,Fresh and delicious,31-01-2025 0.04,0.85
ORD202501003845,CUST066997,REST04537,4.7,Excellent service,31-01-2025 1.07,0.85
ORD202501020365,CUST181381,REST01123,4.5,Loved it!,31-01-2025 1.07,0.75
ORD202501012157,CUST167881,REST02745,4.4,Tasty but a bit late,31-01-2025 0.09,0.7
ORD202501004518,CUST138026,REST01761,5,Fresh and delicious,31-01-2025 0.11,1
ORD202501019218,CUST099414,REST03050,5,Loved it!,31-01-2025 0.11,1
ORD202501003447,CUST114172,REST13329,4.7,Super fast delivery,31-01-2025 0.13,0.85
ORD202501009836,CUST156192,REST11872,4.6,Fresh and delicious,31-01-2025 1.13,0.8
ORD202501008734,CUST082845,REST00312,4.7,Super fast delivery,31-01-2025 1.13,0.85
ORD202501006061,CUST147438,REST04289,4,Could be hotter,31-01-2025 0.13,0.5
ORD202501010023,CUST161155,REST14834,5,Loved it!,31-01-2025 0.14,1
ORD202501017150,CUST045721,REST09907,4.5,Excellent service,31-01-2025 0.15,0.75
ORD202501019123,CUST161358,REST02307,4.8,Super fast delivery,31-01-2025 1.18,0.9
ORD202501022223,CUST039426,REST14132,4.9,Excellent service,31-01-2025 1.18,0.95
ORD202501021527,CUST084775,REST10447,5,Loved it!,31-01-2025 0.19,1
ORD202501006495,CUST075384,REST19333,4.5,Excellent service,31-01-2025 0.20,0.75
ORD202501017289,CUST056840,REST11137,4.3,Good but can improve,31-01-2025 0.22,0.65
ORD202501002221,CUST039652,REST12380,4.8,Super fast delivery,31-01-2025 1.22,0.9
ORD202501008225,CUST081690,REST15369,4.8,Great taste!,31-01-2025 0.24,0.9
ORD202501020969,CUST122197,REST02612,4.4,Good but can improve,31-01-2025 0.25,0.7
ORD202501019370,CUST147980,REST19952,4.9,Loved it!,31-01-2025 0.25,0.95
ORD202501009939,CUST180015,REST03438,4.6,Excellent service,31-01-2025 0.25,0.8
ORD202501010802,CUST066021,REST05645,5,Great taste!,31-01-2025 0.26,1
ORD202501022388,CUST116653,REST17010,4.7,Super fast delivery,31-01-2025 1.26,0.85
ORD202501009711,CUST108525,REST12838,4.2,Could be hotter,31-01-2025 1.27,0.6
ORD202501000670,CUST075860,REST00232,5,Loved it!,31-01-2025 0.32,1
ORD202501003709,CUST129995,REST16298,4,Satisfied overall,31-01-2025 1.33,0.5
ORD202501002255,CUST169678,REST16053,4.8,Great taste!,31-01-2025 0.34,0.9
ORD202501001969,CUST176668,REST08780,4.4,Tasty but a bit late,31-01-2025 0.34,0.7
ORD202501007417,CUST004627,REST01949,5,Super fast delivery,31-01-2025 1.36,1
ORD202501002117,CUST167591,REST16285,4.8,Fresh and delicious,31-01-2025 0.36,0.9
ORD202501024825,CUST168958,REST17919,4.7,Fresh and delicious,31-01-2025 0.38,0.85
ORD202501006717,CUST051878,REST04713,4.1,Could be hotter,31-01-2025 1.38,0.55
ORD202501008395,CUST054844,REST09837,4.7,Fresh and delicious,31-01-2025 0.39,0.85
ORD202501007684,CUST028471,REST05602,4.3,Satisfied overall,31-01-2025 0.39,0.65
ORD202501012673,CUST081489,REST12266,4.7,Fresh and delicious,31-01-2025 1.41,0.85
ORD202501012575,CUST053699,REST03879,4.7,Fresh and delicious,31-01-2025 0.46,0.85
ORD202501021413,CUST060017,REST11488,4.7,Great taste!,31-01-2025 1.47,0.85
ORD202501009881,CUST004158,REST16984,4.8,Excellent service,31-01-2025 1.49,0.9
ORD202501020700,CUST177237,REST19319,4.8,Super fast delivery,31-01-2025 1.57,0.9
ORD202501001426,CUST029996,REST13042,4.6,Excellent service,31-01-2025 1.57,0.8
ORD202501002957,CUST012806,REST01691,4.2,Good but can improve,31-01-2025 1.57,0.6
ORD202501006251,CUST196588,REST13958,4.2,Okay experience,31-01-2025 0.59,0.6
ORD202501012883,CUST026251,REST16907,4.2,Good but can improve,31-01-2025 0.59,0.6
ORD202501006952,CUST125158,REST10622,4.8,Excellent service,31-01-2025 0.59,0.9
ORD202501005406,CUST177940,REST08169,4.5,Loved it!,31-01-2025 14.00,0.75
ORD202501004924,CUST107108,REST00974,5,Excellent service,31-01-2025 14.00,1
ORD202501022265,CUST127285,REST19605,4.3,Satisfied overall,31-01-2025 14.00,0.65
ORD202501005423,CUST050572,REST17667,4.5,Fresh and delicious,31-01-2025 15.00,0.75
ORD202501024676,CUST019683,REST16705,4.4,Okay experience,31-01-2025 14.02,0.7
ORD202501017961,CUST043048,REST10570,4.3,Tasty but a bit late,31-01-2025 14.02,0.65
ORD202501020728,CUST180306,REST17427,4.7,Super fast delivery,31-01-2025 14.05,0.85
ORD202501002622,CUST104727,REST13687,4.4,Okay experience,31-01-2025 14.09,0.7
ORD202501020504,CUST065796,REST13802,3.9,Good but can improve,31-01-2025 15.09,0.45
ORD202501021258,CUST020782,REST07756,4.8,Great taste!,31-01-2025 14.10,0.9
ORD202501006658,CUST026351,REST01970,5,Super fast delivery,31-01-2025 15.11,1
ORD202501008083,CUST179172,REST05163,5,Great taste!,31-01-2025 15.11,1
ORD202501024014,CUST061082,REST04634,4,Tasty but a bit late,31-01-2025 14.15,0.5
ORD202501014236,CUST118231,REST05305,4.5,Fresh and delicious,31-01-2025 14.16,0.75
ORD202501001968,CUST130580,REST12462,4.2,Satisfied overall,31-01-2025 14.16,0.6
ORD202501017446,CUST096731,REST18480,3.9,Tasty but a bit late,31-01-2025 15.17,0.45
ORD202501005393,CUST110695,REST03114,4.5,Fresh and delicious,31-01-2025 15.17,0.75
ORD202501014731,CUST094909,REST09431,4.1,Good but can improve,31-01-2025 14.18,0.55
ORD202501003012,CUST043785,REST01970,4.6,Excellent service,31-01-2025 14.23,0.8
ORD202501018557,CUST025859,REST00524,4.3,Okay experience,31-01-2025 15.23,0.65
ORD202501013425,CUST042344,REST19625,4.5,Super fast delivery,31-01-2025 14.25,0.75
ORD202501004157,CUST014809,REST19144,4.9,Great taste!,31-01-2025 15.25,0.95
ORD202501003034,CUST132966,REST05288,4.8,Excellent service,31-01-2025 14.27,0.9
ORD202501008824,CUST174276,REST08040,4.4,Could be hotter,31-01-2025 14.29,0.7
ORD202501013709,CUST124497,REST19537,5,Excellent service,31-01-2025 14.29,1
ORD202501001599,CUST150419,REST01926,5,Loved it!,31-01-2025 14.31,1
ORD202501015611,CUST007118,REST07975,4.1,Good but can improve,31-01-2025 15.33,0.55
ORD202501014850,CUST045848,REST11725,4.2,Tasty but a bit late,31-01-2025 14.34,0.6
ORD202501015228,CUST158298,REST18339,4.7,Great taste!,31-01-2025 14.35,0.85
ORD202501005448,CUST027565,REST14693,4.5,Fresh and delicious,31-01-2025 14.35,0.75
ORD202501024315,CUST151435,REST09266,4.6,Fresh and delicious,31-01-2025 15.38,0.8
ORD202501016421,CUST166795,REST14145,4.9,Loved it!,31-01-2025 15.41,0.95
ORD202501003918,CUST190649,REST01192,4.3,Good but can improve,31-01-2025 14.42,0.65
ORD202501001709,CUST019474,REST19521,4.7,Excellent service,31-01-2025 15.42,0.85
ORD202501022818,CUST024548,REST07838,4.4,Good but can improve,31-01-2025 15.43,0.7
ORD202501022565,CUST111189,REST12460,4.2,Good but can improve,31-01-2025 15.45,0.6
ORD202501000896,CUST172864,REST19457,4.8,Excellent service,31-01-2025 14.46,0.9
ORD202501017626,CUST155820,REST07635,4.1,Good but can improve,31-01-2025 15.48,0.55
ORD202501002902,CUST168615,REST10745,4.6,Loved it!,31-01-2025 14.49,0.8
ORD202501000542,CUST109093,REST01658,4.2,Good but can improve,31-01-2025 15.51,0.6
ORD202501012816,CUST035633,REST18358,4.7,Great taste!,31-01-2025 15.54,0.85
ORD202501016974,CUST059950,REST17191,4.6,Fresh and delicious,31-01-2025 14.55,0.8
ORD202501007816,CUST101738,REST06358,4.7,Excellent service,31-01-2025 15.55,0.85
ORD202501015492,CUST133416,REST03305,4.9,Super fast delivery,31-01-2025 15.56,0.95
ORD202501018840,CUST164987,REST13402,4.3,Satisfied overall,31-01-2025 15.02,0.65
ORD202501010708,CUST187411,REST01949,4.2,Satisfied overall,31-01-2025 15.02,0.6
ORD202501002157,CUST066043,REST08978,4.3,Good but can improve,31-01-2025 15.03,0.65
ORD202501007963,CUST004894,REST14212,4.1,Tasty but a bit late,31-01-2025 15.05,0.55
ORD202501014496,CUST149334,REST09229,4.6,Great taste!,31-01-2025 15.06,0.8
ORD202501008963,CUST136478,REST14213,4.8,Excellent service,31-01-2025 16.10,0.9
ORD202501019735,CUST158464,REST07421,4.8,Loved it!,31-01-2025 16.10,0.9
ORD202501018578,CUST141841,REST17004,5,Fresh and delicious,31-01-2025 16.11,1
ORD202501021161,CUST014203,REST09152,4.8,Excellent service,31-01-2025 16.11,0.9
ORD202501019016,CUST002006,REST06548,5,Great taste!,31-01-2025 15.12,1
ORD202501015672,CUST110689,REST09301,4.6,Excellent service,31-01-2025 15.12,0.8
ORD202501020266,CUST040768,REST04643,4.2,Tasty but a bit late,31-01-2025 15.18,0.6
ORD202501024390,CUST106390,REST12119,4.8,Great taste!,31-01-2025 16.19,0.9
ORD202501006777,CUST160432,REST18816,4.8,Super fast delivery,31-01-2025 15.19,0.9
ORD202501000407,CUST128512,REST03376,4.9,Fresh and delicious,31-01-2025 15.20,0.95
ORD202501001740,CUST044484,REST01465,4.7,Super fast delivery,31-01-2025 16.21,0.85
ORD202501007233,CUST022004,REST03002,4.2,Satisfied overall,31-01-2025 15.23,0.6
ORD202501018518,CUST058572,REST07390,4.9,Fresh and delicious,31-01-2025 16.24,0.95
ORD202501023904,CUST182069,REST11763,4,Satisfied overall,31-01-2025 15.24,0.5
ORD202501016589,CUST062818,REST16783,4.8,Fresh and delicious,31-01-2025 15.26,0.9
ORD202501011612,CUST100107,REST07314,4.9,Excellent service,31-01-2025 15.28,0.95
ORD202501016902,CUST057652,REST16155,5,Excellent service,31-01-2025 15.33,1
ORD202501006874,CUST075603,REST18217,4.6,Fresh and delicious,31-01-2025 16.33,0.8
ORD202501004890,CUST125889,REST03852,4.5,Loved it!,31-01-2025 16.34,0.75
ORD202501006678,CUST134453,REST13385,4.8,Great taste!,31-01-2025 16.35,0.9
ORD202501015757,CUST042997,REST13756,5,Great taste!,31-01-2025 16.37,1
ORD202501022097,CUST122019,REST17801,4.7,Loved it!,31-01-2025 15.37,0.85
ORD202501003884,CUST175624,REST07516,4.4,Good but can improve,31-01-2025 16.38,0.7
ORD202501005232,CUST136608,REST04436,4.4,Good but can improve,31-01-2025 15.38,0.7
ORD202501002576,CUST036651,REST02530,4.5,Loved it!,31-01-2025 16.40,0.75
ORD202501014957,CUST064544,REST18663,4.4,Could be hotter,31-01-2025 16.41,0.7
ORD202501005173,CUST123949,REST00683,4.6,Excellent service,31-01-2025 16.43,0.8
ORD202501001404,CUST044129,REST06265,4.7,Great taste!,31-01-2025 16.46,0.85
ORD202501019757,CUST191826,REST18490,4.2,Tasty but a bit late,31-01-2025 16.48,0.6
ORD202501016754,CUST087933,REST03429,5,Great taste!,31-01-2025 15.49,1
ORD202501016009,CUST157995,REST15174,4.8,Great taste!,31-01-2025 16.50,0.9
ORD202501019666,CUST074427,REST08373,4.7,Great taste!,31-01-2025 15.50,0.85
ORD202501016150,CUST038742,REST10889,5,Loved it!,31-01-2025 16.52,1
ORD202501009745,CUST008948,REST17247,4.9,Fresh and delicious,31-01-2025 15.52,0.95
ORD202501005366,CUST137787,REST01893,5,Excellent service,31-01-2025 16.54,1
ORD202501021240,CUST105632,REST15044,4.4,Satisfied overall,31-01-2025 15.55,0.7
ORD202501007331,CUST144410,REST04082,4.6,Super fast delivery,31-01-2025 15.56,0.8
ORD202501010951,CUST151619,REST18111,4.7,Excellent service,31-01-2025 16.57,0.85
ORD202501018103,CUST114648,REST17049,4.3,Satisfied overall,31-01-2025 16.58,0.65
ORD202501012286,CUST145226,REST05243,5,Fresh and delicious,31-01-2025 16.59,1
ORD202501013773,CUST183025,REST04286,4,Satisfied overall,31-01-2025 15.59,0.5
ORD202501020524,CUST088135,REST10799,4.5,Great taste!,31-01-2025 16.59,0.75
ORD202501015838,CUST165487,REST13656,3.8,Could be hotter,31-01-2025 15.59,0.4
ORD202501017041,CUST145570,REST14400,3.9,Okay experience,31-01-2025 17.01,0.45
ORD202501019325,CUST028218,REST05275,4,Tasty but a bit late,31-01-2025 16.04,0.5
ORD202501004015,CUST147235,REST10211,4.1,Okay experience,31-01-2025 17.05,0.55
ORD202501016661,CUST021449,REST10258,4.4,Okay experience,31-01-2025 17.05,0.7
ORD202501007979,CUST078883,REST09656,4.9,Super fast delivery,31-01-2025 17.11,0.95
ORD202501003138,CUST062456,REST11887,4.7,Excellent service,31-01-2025 16.13,0.85
ORD202501005333,CUST174669,REST03978,5,Great taste!,31-01-2025 16.15,1
ORD202501015075,CUST004219,REST09574,4.7,Super fast delivery,31-01-2025 16.15,0.85
ORD202501019744,CUST020883,REST08910,4.6,Super fast delivery,31-01-2025 16.17,0.8
ORD202501021217,CUST035335,REST03027,4.5,Loved it!,31-01-2025 16.17,0.75
ORD202501002502,CUST118129,REST15906,4.2,Could be hotter,31-01-2025 16.18,0.6
ORD202501020723,CUST031535,REST18937,4.5,Super fast delivery,31-01-2025 16.18,0.75
ORD202501020454,CUST144014,REST18160,4.5,Excellent service,31-01-2025 17.19,0.75
ORD202501014693,CUST059488,REST19878,4.6,Great taste!,31-01-2025 16.22,0.8
ORD202501009397,CUST149609,REST04412,4.9,Loved it!,31-01-2025 16.23,0.95
ORD202501020555,CUST172575,REST06777,5,Fresh and delicious,31-01-2025 16.23,1
ORD202501014388,CUST048657,REST02915,4.5,Loved it!,31-01-2025 16.26,0.75
ORD202501024518,CUST180190,REST19223,4.2,Tasty but a bit late,31-01-2025 16.28,0.6
ORD202501020500,CUST184157,REST07414,4.9,Super fast delivery,31-01-2025 16.28,0.95
ORD202501000134,CUST030064,REST13549,4.9,Great taste!,31-01-2025 17.29,0.95
ORD202501022216,CUST038203,REST02736,4.1,Okay experience,31-01-2025 16.30,0.55
ORD202501013428,CUST080085,REST01877,4.8,Fresh and delicious,31-01-2025 16.31,0.9
ORD202501022815,CUST071361,REST14472,5,Excellent service,31-01-2025 16.32,1
ORD202501021628,CUST093629,REST07963,4.6,Loved it!,31-01-2025 17.33,0.8
ORD202501008918,CUST160618,REST01835,4.9,Great taste!,31-01-2025 17.33,0.95
ORD202501016200,CUST054837,REST02389,4.9,Super fast delivery,31-01-2025 16.33,0.95
ORD202501011751,CUST063495,REST02695,4.4,Okay experience,31-01-2025 17.36,0.7
ORD202501005269,CUST199517,REST06698,4.3,Could be hotter,31-01-2025 16.36,0.65
ORD202501015332,CUST000020,REST10214,4.5,Great taste!,31-01-2025 16.37,0.75
ORD202501001371,CUST095027,REST19819,3.9,Okay experience,31-01-2025 17.38,0.45
ORD202501023679,CUST121418,REST02961,5,Excellent service,31-01-2025 17.39,1
ORD202501014892,CUST112975,REST17733,4.7,Great taste!,31-01-2025 17.39,0.85
ORD202501007789,CUST060633,REST01448,4.6,Excellent service,31-01-2025 17.40,0.8
ORD202501011228,CUST085976,REST01008,4.2,Good but can improve,31-01-2025 16.40,0.6
ORD202501011006,CUST002360,REST08045,4.8,Fresh and delicious,31-01-2025 17.41,0.9
ORD202501006368,CUST053363,REST07402,4.6,Loved it!,31-01-2025 17.42,0.8
ORD202501009376,CUST072857,REST08237,4.5,Excellent service,31-01-2025 16.43,0.75
ORD202501012228,CUST163928,REST05719,4.8,Loved it!,31-01-2025 17.43,0.9
ORD202501009360,CUST128630,REST14562,4.7,Excellent service,31-01-2025 16.43,0.85
ORD202501006817,CUST119737,REST06107,5,Excellent service,31-01-2025 16.43,1
ORD202501022281,CUST036357,REST14094,4.8,Great taste!,31-01-2025 16.43,0.9
ORD202501008809,CUST059691,REST02926,4,Okay experience,31-01-2025 17.44,0.5
ORD202501005237,CUST019432,REST14915,4.8,Excellent service,31-01-2025 17.45,0.9
ORD202501024623,CUST059888,REST08688,4.8,Great taste!,31-01-2025 16.48,0.9
ORD202501006334,CUST058450,REST16500,4.7,Great taste!,31-01-2025 16.49,0.85
ORD202501018466,CUST110416,REST07075,4.8,Great taste!,31-01-2025 17.51,0.9
ORD202501012480,CUST038731,REST03859,4.5,Great taste!,31-01-2025 17.55,0.75
ORD202501023768,CUST168858,REST08591,5,Fresh and delicious,31-01-2025 17.55,1
ORD202501008680,CUST090278,REST13805,4.2,Tasty but a bit late,31-01-2025 16.59,0.6
ORD202501005987,CUST112852,REST01611,5,Excellent service,31-01-2025 22.00,1
ORD202501016182,CUST172377,REST09815,5,Loved it!,31-01-2025 21.01,1
ORD202501016714,CUST079583,REST09061,5,Loved it!,31-01-2025 21.01,1
ORD202501000473,CUST033961,REST07025,4.4,Tasty but a bit late,31-01-2025 22.01,0.7
ORD202501013943,CUST152253,REST01485,4.9,Excellent service,31-01-2025 22.02,0.95
ORD202501000020,CUST196519,REST14307,4.5,Loved it!,31-01-2025 22.02,0.75
ORD202501003209,CUST071853,REST07717,4.6,Loved it!,31-01-2025 22.03,0.8
ORD202501002184,CUST177870,REST16641,5,Great taste!,31-01-2025 21.05,1
ORD202501003202,CUST077424,REST07005,4.4,Okay experience,31-01-2025 22.05,0.7
ORD202501022884,CUST162513,REST13958,4.9,Loved it!,31-01-2025 22.07,0.95
ORD202501006834,CUST017845,REST19113,4.8,Fresh and delicious,31-01-2025 21.08,0.9
ORD202501012602,CUST152760,REST16418,5,Great taste!,31-01-2025 22.08,1
ORD202501014560,CUST133543,REST01880,5,Fresh and delicious,31-01-2025 21.09,1
ORD202501008416,CUST075198,REST02895,5,Loved it!,31-01-2025 22.09,1
ORD202501002055,CUST017853,REST10119,4.3,Okay experience,31-01-2025 22.10,0.65
ORD202501019483,CUST025613,REST18164,5,Fresh and delicious,31-01-2025 21.10,1
ORD202501009313,CUST065708,REST06755,4.3,Good but can improve,31-01-2025 22.11,0.65
ORD202501002605,CUST099070,REST15260,4.9,Fresh and delicious,31-01-2025 22.12,0.95
ORD202501015585,CUST028069,REST16220,4.1,Could be hotter,31-01-2025 22.13,0.55
ORD202501017550,CUST099404,REST14038,4.3,Good but can improve,31-01-2025 22.14,0.65
ORD202501004297,CUST021773,REST18268,4.4,Good but can improve,31-01-2025 21.14,0.7
ORD202501009551,CUST088399,REST01958,5,Excellent service,31-01-2025 22.14,1
ORD202501002973,CUST050097,REST16407,4.9,Excellent service,31-01-2025 21.15,0.95
ORD202501004209,CUST009606,REST00733,4.3,Tasty but a bit late,31-01-2025 21.16,0.65
ORD202501021290,CUST072215,REST00232,4.9,Loved it!,31-01-2025 22.17,0.95
ORD202501014894,CUST169904,REST08910,4.3,Good but can improve,31-01-2025 21.20,0.65
ORD202501019441,CUST029300,REST14332,4.8,Fresh and delicious,31-01-2025 22.23,0.9
ORD202501013559,CUST027182,REST10219,4.3,Good but can improve,31-01-2025 21.23,0.65
ORD202501024924,CUST145429,REST03171,4.5,Loved it!,31-01-2025 22.24,0.75
ORD202501010078,CUST139103,REST13054,4.5,Excellent service,31-01-2025 22.25,0.75
ORD202501009322,CUST018893,REST04798,3.9,Tasty but a bit late,31-01-2025 22.26,0.45
ORD202501008557,CUST078369,REST08987,4.6,Excellent service,31-01-2025 21.29,0.8
ORD202501012032,CUST131643,REST01282,5,Super fast delivery,31-01-2025 22.29,1
ORD202501020943,CUST040666,REST01888,4.8,Fresh and delicious,31-01-2025 22.31,0.9
ORD202501019586,CUST165003,REST15869,3.3,Average experience,31-01-2025 22.32,0.15
ORD202501007381,CUST027392,REST14541,4.3,Could be hotter,31-01-2025 21.32,0.65
ORD202501023758,CUST147345,REST07283,4.3,Good but can improve,31-01-2025 21.33,0.65
ORD202501019143,CUST103309,REST07845,5,Loved it!,31-01-2025 21.37,1
ORD202501001664,CUST026389,REST13560,4.5,Loved it!,31-01-2025 22.38,0.75
ORD202501013986,CUST056914,REST18461,4.6,Super fast delivery,31-01-2025 22.39,0.8
ORD202501020031,CUST093430,REST00534,5,Excellent service,31-01-2025 21.39,1
ORD202501012189,CUST138759,REST01571,4,Good but can improve,31-01-2025 21.40,0.5
ORD202501021991,CUST049008,REST10227,4.2,Satisfied overall,31-01-2025 21.40,0.6
ORD202501003526,CUST162270,REST19037,4.5,Super fast delivery,31-01-2025 21.42,0.75
ORD202501020199,CUST139945,REST19928,4.2,Could be hotter,31-01-2025 22.42,0.6
ORD202501002152,CUST110193,REST04780,4.6,Super fast delivery,31-01-2025 22.42,0.8
ORD202501021533,CUST044318,REST15263,4.6,Loved it!,31-01-2025 21.44,0.8
ORD202501022830,CUST161085,REST04325,5,Great taste!,31-01-2025 22.45,1
ORD202501009108,CUST196697,REST04444,4.5,Loved it!,31-01-2025 22.47,0.75
ORD202501023764,CUST110815,REST10424,4.9,Fresh and delicious,31-01-2025 21.48,0.95
ORD202501004192,CUST139712,REST18240,4.5,Fresh and delicious,31-01-2025 22.50,0.75
ORD202501006459,CUST163829,REST09819,4.6,Excellent service,31-01-2025 22.54,0.8
ORD202501010478,CUST148893,REST15782,4.4,Could be hotter,31-01-2025 22.54,0.7
ORD202501001358,CUST014859,REST00841,4.7,Fresh and delicious,31-01-2025 21.56,0.85
ORD202501022685,CUST091948,REST09802,4.9,Fresh and delicious,31-01-2025 21.56,0.95
ORD202501017225,CUST094305,REST16686,4.4,Tasty but a bit late,31-01-2025 22.57,0.7
ORD202501022935,CUST170242,REST01340,4.4,Could be hotter,31-01-2025 22.00,0.7
ORD202501015691,CUST060664,REST09278,4.6,Excellent service,31-01-2025 23.02,0.8
ORD202501005060,CUST199292,REST02733,4.6,Fresh and delicious,31-01-2025 22.02,0.8
ORD202501020207,CUST016574,REST13515,3.8,Could be hotter,31-01-2025 23.03,0.4
ORD202501003087,CUST160198,REST01870,4.4,Could be hotter,31-01-2025 23.03,0.7
ORD202501005094,CUST165030,REST16374,4.2,Tasty but a bit late,31-01-2025 23.03,0.6
ORD202501023750,CUST054121,REST06069,5,Fresh and delicious,31-01-2025 22.04,1
ORD202501010125,CUST037512,REST01156,4.7,Excellent service,31-01-2025 22.06,0.85
ORD202501010409,CUST000391,REST06853,5,Great taste!,31-01-2025 22.06,1
ORD202501013077,CUST135918,REST07034,4.6,Super fast delivery,31-01-2025 23.07,0.8
ORD202501001234,CUST160079,REST03589,5,Excellent service,31-01-2025 23.08,1
ORD202501021569,CUST191724,REST15859,4.6,Excellent service,31-01-2025 23.09,0.8
ORD202501001592,CUST156244,REST14577,4.7,Excellent service,31-01-2025 22.11,0.85
ORD202501003790,CUST124720,REST03466,5,Loved it!,31-01-2025 22.12,1
ORD202501021155,CUST184236,REST11305,4.5,Excellent service,31-01-2025 23.13,0.75
ORD202501012066,CUST074665,REST02202,4.4,Satisfied overall,31-01-2025 22.15,0.7
ORD202501002286,CUST043006,REST00857,4.7,Loved it!,31-01-2025 22.16,0.85
ORD202501013467,CUST104732,REST00641,4,Could be hotter,31-01-2025 23.16,0.5
