order_id,customer_id,restaurant_id,delivery_partner_id,order_timestamp,subtotal_amount,discount_amount,delivery_fee,total_amount,is_cod,is_cancelled
ORD202501018411,CUST137294,REST10986,DP07701,10-01-2025 14.19,338.46,0,38.8,377.26,N,N
ORD202501002294,CUST039330,REST02926,DP08791,10-01-2025 14.19,265.97,47.82,20.17,238.33,N,N
ORD202501008373,CUST128854,REST18369,DP02981,10-01-2025 14.19,273.13,0,44.12,317.24,N,N
ORD202501014879,CUST005659,REST14873,DP00282,10-01-2025 14.20,549.79,0,28.47,578.26,N,N
ORD202501003221,CUST001211,REST17735,DP13437,10-01-2025 14.21,404.86,87.45,22.8,340.22,Y,N
ORD202501008190,CUST003125,REST13512,DP13411,10-01-2025 14.21,244.25,0,29.07,273.32,N,N
ORD202501022302,CUST010980,REST15670,DP11248,10-01-2025 14.22,482.71,0,37.89,520.6,N,N
ORD202501003151,CUST063228,REST00118,DP06070,10-01-2025 14.22,313.89,0,42.13,356.02,N,N
ORD202501015685,CUST013666,REST07963,DP11966,10-01-2025 14.22,410.63,0,40.55,451.18,N,N
ORD202501024458,CUST090331,REST01577,DP14305,10-01-2025 14.22,657.29,85.07,32.52,604.74,N,N
ORD202501004821,CUST175421,REST00592,DP02439,10-01-2025 14.23,188.16,0,26.8,214.96,Y,N
ORD202501014688,CUST108772,REST07375,DP06546,10-01-2025 14.24,269.24,0,24.98,294.22,N,N
ORD202501007802,CUST080160,REST05039,DP08400,10-01-2025 14.24,266.03,20.97,42.77,287.83,Y,N
ORD202501020761,CUST153010,REST12850,DP05122,10-01-2025 14.24,405.69,0,44.77,450.46,N,N
ORD202501021522,CUST188118,REST05832,DP02294,10-01-2025 14.25,448.18,0,33.64,481.82,N,N
ORD202501004486,CUST134377,REST15134,DP03376,10-01-2025 14.25,315.83,0,22.68,338.51,Y,N
ORD202501012860,CUST166626,REST17187,DP04263,10-01-2025 14.25,252.09,25.29,40.99,267.79,Y,N
ORD202501006586,CUST095868,REST02943,DP04981,10-01-2025 14.25,304.12,0,29.38,333.5,N,N
ORD202501002590,CUST187964,REST01961,DP04218,10-01-2025 14.25,304.11,44.43,22.84,282.52,N,N
ORD202501010681,CUST003996,REST01729,DP08687,10-01-2025 14.27,315.07,0,31.57,346.64,N,N
ORD202501005155,CUST145465,REST14638,DP14079,10-01-2025 14.28,406.7,0,41.69,448.39,N,N
ORD202501008218,CUST039495,REST00102,DP12683,10-01-2025 14.28,181.07,0,21.57,202.64,N,N
ORD202501002629,CUST163447,REST10368,DP12221,10-01-2025 14.29,414.4,66.93,37.48,384.96,N,N
ORD202501024301,CUST017828,REST11122,DP09223,10-01-2025 14.30,217.26,51.01,40.25,206.5,N,N
ORD202501018656,CUST124321,REST13939,DP09017,10-01-2025 14.30,496.46,110.62,40.96,426.8,N,N
ORD202501005424,CUST003798,REST03268,DP14951,10-01-2025 14.31,432.96,102.58,29.61,359.99,N,N
ORD202501015926,CUST009977,REST15774,DP02731,10-01-2025 14.31,373.4,0,44.97,418.37,N,N
ORD202501019178,CUST002085,REST12508,DP00587,10-01-2025 14.32,209.41,0,24.76,234.18,N,N
ORD202501024212,CUST109835,REST05257,DP14044,10-01-2025 14.32,193.46,26.1,43.14,210.49,N,N
ORD202501024005,CUST163828,REST01047,DP01276,10-01-2025 14.33,180.31,0,34.05,214.36,Y,N
ORD202501007292,CUST036805,REST00972,DP03774,10-01-2025 14.33,571.8,0,38.87,610.67,N,N
ORD202501004290,CUST003383,REST09587,DP09532,10-01-2025 14.33,193.87,0,38.79,232.66,N,N
ORD202501013787,CUST143986,REST03933,DP14370,10-01-2025 14.34,323.69,18.37,23.44,328.75,Y,N
ORD202501016310,CUST017370,REST09776,DP12975,10-01-2025 14.34,731.73,0,20.26,751.99,N,N
ORD202501009255,CUST023005,REST08551,DP05820,10-01-2025 14.34,306.7,43.23,41.9,305.38,N,N
ORD202501000967,CUST033602,REST07287,DP06156,10-01-2025 14.36,402.35,42,27.21,387.56,N,N
ORD202501009747,CUST096321,REST15077,DP11926,10-01-2025 14.37,359.25,48.65,23.61,334.2,N,N
ORD202501001013,CUST167758,REST02673,DP00606,10-01-2025 14.38,364.46,0,37.68,402.14,Y,N
ORD202501019144,CUST010452,REST01706,DP08070,10-01-2025 14.38,497.34,0,31.88,529.22,N,N
ORD202501006193,CUST135204,REST06347,DP09854,10-01-2025 14.39,252.68,0,30.15,282.83,N,N
ORD202501013035,CUST080812,REST03116,DP11361,10-01-2025 14.40,528.1,0,31.81,559.91,Y,N
ORD202501022024,CUST093272,REST09444,DP08191,10-01-2025 14.40,617.79,46.7,38.95,610.04,N,N
ORD202501007064,CUST161767,REST03044,DP07255,10-01-2025 14.41,216.95,41.53,43.77,219.19,N,N
ORD202501007878,CUST061720,REST08469,DP00540,10-01-2025 14.41,426.28,0,24.58,450.86,N,N
ORD202501014697,CUST142780,REST18624,DP13083,10-01-2025 14.41,283.43,40.81,39.14,281.76,N,N
ORD202501000675,CUST016021,REST12363,DP00791,10-01-2025 14.42,421.29,60.95,42.67,403.01,N,N
ORD202501002646,CUST183760,REST16453,DP09639,10-01-2025 14.42,217.25,0,25.79,243.04,Y,N
ORD202501022458,CUST165844,REST04889,DP08984,10-01-2025 14.42,333.17,0,34.48,367.64,Y,N
ORD202501013067,CUST053824,REST13415,DP13857,10-01-2025 14.43,346.15,0,25.12,371.26,Y,N
ORD202501007752,CUST114351,REST12814,DP12167,10-01-2025 14.43,350.87,82.1,39.87,308.65,N,N
ORD202501004005,CUST065935,REST05679,DP01579,10-01-2025 14.43,251.59,32.72,27.31,246.18,N,N
ORD202501001536,CUST140654,REST15408,DP07374,10-01-2025 14.46,458.38,64.27,22.75,416.86,N,N
ORD202501006913,CUST171336,REST10289,DP08415,10-01-2025 14.47,386.72,0,40.99,427.72,N,N
ORD202501023840,CUST158214,REST03406,DP13386,10-01-2025 14.48,364.95,0,44.75,409.7,N,N
ORD202501008982,CUST025126,REST18023,DP01386,10-01-2025 14.49,314.34,46.32,39.21,307.23,N,N
ORD202501024739,CUST071799,REST05258,DP02559,10-01-2025 14.51,674.33,48.2,42.81,668.94,N,N
ORD202501021312,CUST040566,REST15431,DP10061,10-01-2025 14.51,446.99,65.42,39.26,420.82,N,N
ORD202501012141,CUST193668,REST05529,DP03231,10-01-2025 14.51,353.62,0,22.26,375.88,Y,N
ORD202501015588,CUST033744,REST14198,DP05032,10-01-2025 14.52,757.98,0,23.42,781.4,N,N
ORD202501012741,CUST092371,REST11483,DP00392,10-01-2025 14.52,478.74,0,22.4,501.14,Y,N
ORD202501004469,CUST100242,REST19552,DP10544,10-01-2025 14.52,285.11,0,20.71,305.82,Y,N
ORD202501018855,CUST168257,REST18131,DP04104,10-01-2025 14.52,194.34,13.72,38.59,219.2,N,N
ORD202501000080,CUST151674,REST14293,DP11835,10-01-2025 14.52,184.32,0,40.66,224.98,N,N
ORD202501016405,CUST153318,REST00722,DP05718,10-01-2025 14.53,498.91,0,39.26,538.16,N,N
ORD202501016013,CUST100615,REST06369,DP08802,10-01-2025 14.55,627.34,155.16,25.18,497.37,Y,N
ORD202501020691,CUST097044,REST01249,DP02059,10-01-2025 14.57,404.35,0,30.99,435.34,N,N
ORD202501011062,CUST148734,REST19953,DP00524,10-01-2025 14.57,315.92,0,36.46,352.38,N,N
ORD202501020327,CUST071451,REST11883,DP09630,10-01-2025 14.59,419.22,86.07,22.97,356.12,Y,N
ORD202501000098,CUST053911,REST06403,DP01600,10-01-2025 19.00,183.75,13.3,28.96,199.41,N,N
ORD202501014387,CUST071932,REST11006,DP06088,10-01-2025 19.00,361.91,65.67,44.1,340.34,N,N
ORD202501020787,CUST044266,REST09818,DP11897,10-01-2025 19.00,298.37,16.24,30.18,312.31,N,N
ORD202501004058,CUST136846,REST16486,DP01128,10-01-2025 19.00,344.26,33.05,22.08,333.3,N,N
ORD202501004318,CUST120688,REST17789,DP11136,10-01-2025 19.01,613.51,133.19,31.31,511.64,N,N
ORD202501024630,CUST097068,REST18979,DP11822,10-01-2025 19.01,376.22,0,43.07,419.29,Y,N
ORD202501005123,CUST100233,REST17448,DP06508,10-01-2025 19.01,232.4,0,22.47,254.87,N,N
ORD202501009318,CUST074364,REST17127,DP00403,10-01-2025 19.03,201.39,0,30.05,231.45,N,N
ORD202501020928,CUST135937,REST13906,DP04952,10-01-2025 19.03,0,0,0,0,Y,Y
ORD202501020825,CUST160271,REST10065,DP05620,10-01-2025 19.04,0,0,0,0,N,Y
ORD202501015284,CUST137245,REST11284,DP01066,10-01-2025 19.04,526.57,81.96,41.66,486.27,N,N
ORD202501004938,CUST140543,REST16086,DP13643,10-01-2025 19.04,355.08,0,27.46,382.55,N,N
ORD202501013874,CUST040756,REST01259,DP08652,10-01-2025 19.05,391.96,94.87,34.45,331.55,N,N
ORD202501005647,CUST052169,REST04516,DP04539,10-01-2025 19.06,220.51,52.16,43.13,211.48,Y,N
ORD202501001084,CUST170525,REST03574,,10-01-2025 19.07,0,0,0,0,Y,Y
ORD202501019141,CUST087937,REST06933,DP09328,10-01-2025 19.08,252.55,38.82,42.99,256.72,Y,N
ORD202501017484,CUST011085,REST05585,DP02973,10-01-2025 19.10,388.81,0,27.28,416.09,N,N
ORD202501017638,CUST110382,REST10351,DP09521,10-01-2025 19.10,195.88,0,39.4,235.29,N,N
ORD202501018799,CUST014599,REST17323,DP09791,10-01-2025 19.11,594.42,0,33.92,628.34,Y,N
ORD202501006246,CUST178489,REST08444,DP14738,10-01-2025 19.11,280.4,39.88,22.74,263.26,N,N
ORD202501011970,CUST175323,REST04787,DP09460,10-01-2025 19.12,296.71,0,43.12,339.82,N,N
ORD202501014399,CUST073267,REST19773,DP03783,10-01-2025 19.12,473.14,37.74,31.23,466.62,Y,N
ORD202501019776,CUST097559,REST09452,DP05863,10-01-2025 19.13,354.01,85.34,40.3,308.98,N,N
ORD202501005982,CUST177663,REST16241,DP00334,10-01-2025 19.13,423.62,0,23.08,446.7,N,N
ORD202501014250,CUST157509,REST11266,DP14484,10-01-2025 19.13,231.74,0,37.03,268.77,N,N
ORD202501007897,CUST059686,REST08655,DP00930,10-01-2025 19.13,286.18,0,23.25,309.43,N,N
ORD202501021693,CUST052806,REST17985,DP13593,10-01-2025 19.13,303.68,0,37.52,341.2,N,N
ORD202501011589,CUST158915,REST12412,DP12214,10-01-2025 19.14,327.77,0,31.27,359.04,N,N
ORD202501015813,CUST112307,REST01068,DP02423,10-01-2025 19.14,245.18,44.88,30.57,230.87,Y,N
ORD202501011239,CUST181711,REST05334,DP09074,10-01-2025 19.15,285.44,51.45,34.69,268.67,N,N
ORD202501010411,CUST157951,REST06772,DP00538,10-01-2025 19.15,334.85,0,26.59,361.44,Y,N
ORD202501024643,CUST075984,REST04705,DP07611,10-01-2025 19.15,282.07,0,24.41,306.48,N,N
ORD202501001730,CUST118366,REST10793,DP04171,10-01-2025 19.15,313.94,32.91,22.66,303.69,N,N
ORD202501020521,CUST014133,REST01653,DP08849,10-01-2025 19.16,172.38,35.15,26.42,163.65,Y,N
ORD202501005465,CUST196345,REST08381,DP01075,10-01-2025 19.16,277.05,42.91,25.51,259.65,N,N
ORD202501018751,CUST166327,REST16379,DP14465,10-01-2025 19.16,519.66,0,35.1,554.76,N,N
ORD202501003212,CUST047829,REST13972,DP14305,10-01-2025 19.16,191.83,38.6,21.52,174.76,N,N
ORD202501015098,CUST139180,REST06997,DP14704,10-01-2025 19.17,369.3,0,36.58,405.89,N,N
ORD202501000378,CUST004323,REST13497,DP12543,10-01-2025 19.17,375.7,37.77,32.68,370.61,N,N
ORD202501014412,CUST028229,REST16278,DP04939,10-01-2025 19.18,221.43,0,20.99,242.42,N,N
ORD202501009087,CUST114449,REST09562,DP04540,10-01-2025 19.18,462.22,0,32.4,494.62,Y,N
ORD202501004440,CUST046938,REST01465,DP13871,10-01-2025 19.19,378.55,0,32.94,411.49,Y,N
ORD202501024534,CUST030426,REST04607,DP06848,10-01-2025 19.19,459.02,0,41.57,500.59,N,N
ORD202501009555,CUST054503,REST05041,DP04131,10-01-2025 19.20,171.65,26.5,27.06,172.21,N,N
ORD202501013140,CUST048009,REST10235,DP13921,10-01-2025 19.20,425.92,0,30.8,456.72,N,N
ORD202501017234,CUST097071,REST07274,DP12273,10-01-2025 19.21,451.71,69.46,23.56,405.81,N,N
ORD202501011781,CUST131228,REST04581,DP00645,10-01-2025 19.21,298.54,66.75,36.89,268.68,N,N
ORD202501003135,CUST153106,REST10512,DP09877,10-01-2025 19.22,467.89,38.07,28.52,458.34,N,N
ORD202501021361,CUST156347,REST02096,DP09487,10-01-2025 19.22,213.23,12.77,23.08,223.54,N,N
ORD202501018143,CUST071007,REST05604,DP02927,10-01-2025 19.23,410.22,0,27.16,437.38,N,N
ORD202501002906,CUST026975,REST13264,DP02554,10-01-2025 19.23,528.04,37.34,35.38,526.08,N,N
ORD202501022481,CUST198553,REST01369,,10-01-2025 19.23,0,0,0,0,N,Y
ORD202501012721,CUST046549,REST13944,DP05028,10-01-2025 19.23,275.1,64.11,34.72,245.72,N,N
ORD202501021672,CUST018394,REST13741,DP11643,10-01-2025 19.24,318.86,75.75,20.36,263.48,N,N
ORD202501002987,CUST009909,REST00882,DP12588,10-01-2025 19.24,548.42,0,31.5,579.93,N,N
ORD202501003059,CUST005341,REST13954,DP09396,10-01-2025 19.25,397.58,0,41.21,438.78,N,N
ORD202501007587,CUST165080,REST07724,DP01598,10-01-2025 19.26,219.72,0,26.26,245.98,N,N
ORD202501000532,CUST062220,REST04632,DP02056,10-01-2025 19.28,276.68,0,32.43,309.11,N,N
ORD202501022111,CUST120715,REST14277,DP04774,10-01-2025 19.28,120,25.41,20.14,114.72,N,N
ORD202501021449,CUST049318,REST16086,DP03273,10-01-2025 19.29,407.62,84.35,20.38,343.64,N,N
ORD202501018356,CUST133949,REST05602,DP14128,10-01-2025 19.29,238.45,42.8,43.37,239.02,N,N
ORD202501006723,CUST076572,REST00994,DP02725,10-01-2025 19.29,506.7,0,21.25,527.96,Y,N
ORD202501011825,CUST175305,REST11551,DP12355,10-01-2025 19.30,664.1,57.77,24.81,631.14,Y,N
ORD202501002937,CUST151433,REST13016,,10-01-2025 19.30,0,0,0,0,N,Y
ORD202501016989,CUST143492,REST08189,DP00947,10-01-2025 19.30,217.14,0,26.04,243.17,Y,N
ORD202501014098,CUST164522,REST06487,,10-01-2025 19.30,0,0,0,0,Y,Y
ORD202501019783,CUST197553,REST19696,DP02524,10-01-2025 19.31,191.44,41.31,20.63,170.76,Y,N
ORD202501009812,CUST158724,REST06990,DP01901,10-01-2025 19.33,357.69,0,29.97,387.66,Y,N
ORD202501022363,CUST029246,REST08818,DP04780,10-01-2025 19.34,410.85,0,20.54,431.39,N,N
ORD202501004169,CUST192813,REST14275,DP09240,10-01-2025 19.34,165.41,40.05,40.82,166.18,N,N
ORD202501014108,CUST041098,REST05571,DP10866,10-01-2025 19.34,239.19,0,41.84,281.03,N,N
ORD202501016706,CUST053575,REST03152,DP03746,10-01-2025 19.34,346.66,0,30.56,377.23,N,N
ORD202501013816,CUST123844,REST01709,DP03578,10-01-2025 19.35,423.89,0,27.07,450.96,N,N
ORD202501007418,CUST168033,REST04784,DP14898,10-01-2025 19.35,295.39,59.46,43.05,278.97,N,N
ORD202501019192,CUST009619,REST10167,DP03882,10-01-2025 19.35,466.11,31.48,27.07,461.7,N,N
ORD202501010010,CUST000159,REST15450,DP09551,10-01-2025 19.35,426.28,0,42.48,468.76,N,N
ORD202501002012,CUST023039,REST14740,DP02895,10-01-2025 19.36,251.11,0,23.42,274.53,N,N
ORD202501009232,CUST045408,REST12084,DP02780,10-01-2025 19.36,299.67,0,26.96,326.62,Y,N
ORD202501012300,CUST042541,REST06022,DP07869,10-01-2025 19.36,292.1,0,20.79,312.89,Y,N
ORD202501003336,CUST030193,REST00654,DP01751,10-01-2025 19.36,314.27,0,39.99,354.26,N,N
ORD202501005997,CUST127018,REST18327,DP01919,10-01-2025 19.37,0,0,0,0,N,Y
ORD202501016460,CUST080002,REST06865,DP04537,10-01-2025 19.37,212.95,0,21.41,234.36,Y,N
ORD202501023226,CUST067303,REST19312,DP08018,10-01-2025 19.37,358.03,0,33.06,391.09,Y,N
ORD202501020483,CUST005631,REST17403,DP10602,10-01-2025 19.37,386.44,0,42.24,428.68,N,N
ORD202501020792,CUST036029,REST16937,DP14520,10-01-2025 19.38,308.14,64.11,38.91,282.94,Y,N
ORD202501013064,CUST044730,REST07592,DP07290,10-01-2025 19.38,463.16,84.61,36.45,415,N,N
ORD202501004533,CUST067298,REST06102,DP12814,10-01-2025 19.39,158.08,0,37.23,195.31,N,N
ORD202501009690,CUST065714,REST08239,DP07623,10-01-2025 19.39,285.95,0,40.08,326.03,Y,N
ORD202501024615,CUST147954,REST03407,DP09346,10-01-2025 19.40,213.14,0,20.27,233.41,Y,N
ORD202501010641,CUST074584,REST15885,DP04854,10-01-2025 19.40,316.47,30.73,27.95,313.69,N,N
ORD202501022118,CUST023177,REST19046,DP04753,10-01-2025 19.42,380.58,0,22.89,403.47,Y,N
ORD202501023542,CUST183741,REST12466,DP04749,10-01-2025 19.42,184.77,31.92,20.5,173.35,N,N
ORD202501004205,CUST075260,REST12022,DP11653,10-01-2025 19.43,450.03,58.31,33.95,425.67,Y,N
ORD202501009960,CUST015551,REST11191,DP09156,10-01-2025 19.44,297.24,72.46,24.17,248.95,N,N
ORD202501012079,CUST037150,REST01705,DP11396,10-01-2025 19.46,472.73,0,31.42,504.15,Y,N
ORD202501019422,CUST178577,REST02336,DP10877,10-01-2025 19.46,0,0,0,0,N,Y
ORD202501024065,CUST111152,REST13531,DP08334,10-01-2025 19.46,376.22,56.8,29.63,349.04,Y,N
ORD202501008570,CUST101557,REST15290,DP01687,10-01-2025 19.47,220.58,18.88,39.14,240.84,N,N
ORD202501022779,CUST051450,REST04780,DP12709,10-01-2025 19.48,218.12,0,41.33,259.45,Y,N
ORD202501024616,CUST059659,REST07075,DP07529,10-01-2025 19.48,180.81,0,25.68,206.49,Y,N
ORD202501004679,CUST097727,REST19728,DP14160,10-01-2025 19.48,300.85,0,36.7,337.55,Y,N
ORD202501005209,CUST077212,REST01862,DP02807,10-01-2025 19.49,388.7,79.87,31.47,340.3,N,N
ORD202501019329,CUST026690,REST12803,DP00246,10-01-2025 19.50,253.23,0,30.84,284.07,N,N
ORD202501022824,CUST061306,REST09925,DP13394,10-01-2025 19.50,0,0,0,0,N,Y
ORD202501002512,CUST028998,REST01147,DP03381,10-01-2025 19.52,522.96,0,42.81,565.77,Y,N
ORD202501024050,CUST096456,REST06495,DP07616,10-01-2025 19.52,266.39,0,27.82,294.21,N,N
ORD202501009726,CUST113935,REST13627,DP12122,10-01-2025 19.52,327.21,61.45,26.16,291.92,Y,N
ORD202501023314,CUST163035,REST09375,DP12572,10-01-2025 19.53,143.72,0,34.81,178.52,N,N
ORD202501024536,CUST157673,REST09911,DP03334,10-01-2025 19.53,733.42,0,23.12,756.54,Y,N
ORD202501002909,CUST170903,REST06382,DP04401,10-01-2025 19.54,595.34,0,24.13,619.47,Y,N
ORD202501023270,CUST000414,REST05125,DP00352,10-01-2025 19.54,396.72,0,29.95,426.67,N,N
ORD202501024949,CUST167822,REST05413,DP12733,10-01-2025 19.54,346.18,0,35.31,381.49,N,N
ORD202501005682,CUST186042,REST08291,DP14784,10-01-2025 19.54,120,12.75,39.93,147.18,N,N
ORD202501005219,CUST194185,REST00192,DP14275,10-01-2025 19.55,327.93,0,36.38,364.31,Y,N
ORD202501017012,CUST135956,REST15360,DP00936,10-01-2025 19.55,380.25,0,37.16,417.42,N,N
ORD202501005470,CUST163179,REST18447,DP10369,10-01-2025 19.55,415.73,98.03,40.95,358.64,Y,N
ORD202501021730,CUST126282,REST19202,DP08139,10-01-2025 19.55,457.17,0,37.59,494.75,N,N
ORD202501011356,CUST161148,REST15340,DP09242,10-01-2025 19.56,234.1,52.32,26.48,208.25,N,N
ORD202501005613,CUST101811,REST19433,DP12231,10-01-2025 19.56,246.74,0,37.31,284.04,N,N
ORD202501000451,CUST178972,REST05958,DP09417,10-01-2025 19.57,625.93,43.09,33.16,616,Y,N
ORD202501004491,CUST021208,REST08779,DP05763,10-01-2025 19.57,482.13,0,34.36,516.49,N,N
ORD202501011861,CUST070441,REST01596,DP07570,10-01-2025 19.58,384.91,0,24.02,408.93,N,N
ORD202501022059,CUST135934,REST06760,DP07191,10-01-2025 19.59,374.36,55.11,24.9,344.15,N,N
ORD202501007059,CUST150007,REST17312,DP00875,10-01-2025 19.59,172.22,35.53,28.65,165.34,N,N
ORD202501015717,CUST059982,REST01066,DP07035,10-01-2025 19.59,330.27,48.24,32.84,314.87,N,N
ORD202501006628,CUST086972,REST08018,DP12833,10-01-2025 20.00,234.55,54.62,24.79,204.71,N,N
ORD202501022331,CUST028009,REST19777,DP11742,10-01-2025 20.00,493.12,0,21.6,514.73,N,N
ORD202501001045,CUST081448,REST01084,DP08213,10-01-2025 20.00,269.7,0,21.03,290.72,N,N
ORD202501019962,CUST044271,REST06733,DP10867,10-01-2025 20.01,331.57,46.05,30.9,316.42,N,N
ORD202501017795,CUST174738,REST02841,DP12921,10-01-2025 20.01,438.84,0,32.02,470.86,N,N
ORD202501008438,CUST055394,REST07051,DP07891,10-01-2025 20.02,349.42,0,40.06,389.48,N,N
ORD202501004966,CUST109243,REST09355,DP08511,10-01-2025 20.02,189,24.24,33.65,198.41,Y,N
ORD202501009718,CUST128532,REST03642,DP12751,10-01-2025 20.03,229.62,0,34.26,263.88,N,N
ORD202501001957,CUST114947,REST09579,DP11886,10-01-2025 20.04,269.34,38.36,29.68,260.66,N,N
ORD202501004948,CUST021837,REST03283,DP06614,10-01-2025 20.04,189.94,31.34,39.76,198.36,Y,N
ORD202501016687,CUST167739,REST18122,DP04950,10-01-2025 20.05,363.6,0,35.71,399.31,Y,N
ORD202501002594,CUST195935,REST13350,DP07082,10-01-2025 20.05,250.74,0,24.78,275.52,N,N
ORD202501015735,CUST037425,REST18655,DP13244,10-01-2025 20.05,403.36,0,30.05,433.41,N,N
ORD202501004981,CUST151742,REST03880,DP09731,10-01-2025 20.05,280.39,56.05,28.91,253.24,Y,N
ORD202501012705,CUST196225,REST10578,DP08035,10-01-2025 20.07,363.36,34.68,23.05,351.73,N,N
ORD202501007882,CUST132233,REST01245,DP10607,10-01-2025 20.07,286.44,0,40.03,326.47,N,N
ORD202501020158,CUST153000,REST19642,DP00108,10-01-2025 20.07,206.14,22.19,34.82,218.76,N,N
ORD202501003792,CUST182481,REST02973,DP06171,10-01-2025 20.08,206.67,0,31.42,238.1,N,N
ORD202501004808,CUST140542,REST00563,DP01987,10-01-2025 20.09,572.22,86.37,38.37,524.23,N,N
ORD202501022357,CUST183758,REST17026,DP04439,10-01-2025 20.09,170.68,13.66,26.49,183.51,N,N
ORD202501001028,CUST037551,REST00575,DP05038,10-01-2025 20.09,346.3,0,37.79,384.08,N,N
ORD202501018287,CUST155351,REST13787,DP14431,10-01-2025 20.10,354.33,82.57,20.26,292.02,Y,N
ORD202501007373,CUST114857,REST09512,DP03049,10-01-2025 20.10,430.69,0,31.86,462.55,Y,N
ORD202501001107,CUST150910,REST04917,DP08129,10-01-2025 20.10,164.17,0,31.9,196.08,N,N
ORD202501008877,CUST152354,REST16513,DP01418,10-01-2025 20.10,323.56,0,41.32,364.88,N,N
ORD202501006059,CUST086348,REST09823,DP13063,10-01-2025 20.11,0,0,0,0,N,Y
ORD202501016789,CUST172193,REST00217,,10-01-2025 20.11,0,0,0,0,N,Y
ORD202501020914,CUST171996,REST04527,DP08221,10-01-2025 20.11,900,0,27.32,927.32,N,N
ORD202501020096,CUST073377,REST10199,DP13433,10-01-2025 20.12,467.29,0,21.39,488.68,N,N
ORD202501018924,CUST035677,REST11062,DP09644,10-01-2025 20.12,414.34,0,22.32,436.67,Y,N
ORD202501011363,CUST050688,REST00170,DP02159,10-01-2025 20.13,195.98,0,32.61,228.58,Y,N
ORD202501013478,CUST041702,REST05089,DP10916,10-01-2025 20.13,153.47,0,31.98,185.45,Y,N
ORD202501000180,CUST179259,REST00512,DP04550,10-01-2025 20.14,224.49,20.5,41.97,245.95,N,N
ORD202501019301,CUST132856,REST00622,DP03205,10-01-2025 20.14,335.72,46.83,42.4,331.29,Y,N
ORD202501000120,CUST188684,REST10927,DP10338,10-01-2025 20.14,273.95,0,43.84,317.79,Y,N
ORD202501016840,CUST145161,REST18231,DP04124,10-01-2025 20.15,354.34,0,26.79,381.13,N,N
ORD202501012846,CUST060222,REST03239,DP11363,10-01-2025 20.15,317.93,77.95,41.87,281.85,N,N
ORD202501021809,CUST038677,REST08919,DP04807,10-01-2025 20.16,425.88,0,32,457.88,Y,N
ORD202501023946,CUST071002,REST03822,DP04101,10-01-2025 20.16,319.52,0,21.89,341.41,Y,N
ORD202501011303,CUST156780,REST18005,DP02421,10-01-2025 20.16,387.27,0,38.08,425.35,N,N
ORD202501023806,CUST078522,REST07671,DP07099,10-01-2025 20.16,472.86,0,29.09,501.95,N,N
ORD202501014426,CUST162056,REST10666,DP05066,10-01-2025 20.16,0,0,0,0,N,Y
ORD202501016030,CUST052153,REST15618,DP03812,10-01-2025 20.17,353.64,65.95,39.45,327.14,N,N
ORD202501013907,CUST127262,REST00833,DP07174,10-01-2025 20.17,494.72,0,35.99,530.71,N,N
ORD202501002148,CUST017323,REST19105,DP09763,10-01-2025 20.18,511.26,0,44.97,556.23,N,N
ORD202501008158,CUST014952,REST04352,DP02231,10-01-2025 20.18,316.63,0,35.91,352.53,Y,N
ORD202501011460,CUST021415,REST17556,DP01993,10-01-2025 20.19,377.44,68.83,33.29,341.89,N,N
ORD202501008548,CUST052400,REST08628,DP04889,10-01-2025 20.20,307.77,49.79,28.71,286.69,Y,N
ORD202501019648,CUST163799,REST12175,DP12342,10-01-2025 20.20,190.92,0,32.93,223.85,N,N
ORD202501023735,CUST011729,REST01661,DP05386,10-01-2025 20.21,196.39,0,27.8,224.19,N,N
ORD202501007286,CUST001642,REST19470,DP03561,10-01-2025 20.22,438.56,69.06,42.76,412.26,N,N
ORD202501016357,CUST016582,REST17341,DP02623,10-01-2025 20.23,337.98,84.46,39.85,293.38,N,N
ORD202501002421,CUST157634,REST14559,DP11909,10-01-2025 20.23,327.93,0,39.11,367.04,N,N
ORD202501018368,CUST022996,REST03063,DP04409,10-01-2025 20.23,362.68,84.16,32.56,311.08,Y,N
ORD202501002102,CUST174603,REST09243,DP02612,10-01-2025 20.24,377.79,0,29.02,406.8,N,N
ORD202501009688,CUST021663,REST17817,DP08840,10-01-2025 20.25,208.83,31.52,24.9,202.21,Y,N
ORD202501007685,CUST193857,REST05544,DP01937,10-01-2025 20.25,544.65,91.12,30.98,484.51,N,N
ORD202501014520,CUST118454,REST02914,DP10781,10-01-2025 20.25,566.5,0,28.55,595.05,Y,N
ORD202501007559,CUST193574,REST19344,DP13569,10-01-2025 20.25,162.63,35.08,36.55,164.1,Y,N
ORD202501020383,CUST065799,REST12880,DP02222,10-01-2025 20.26,340.81,61.61,21.25,300.45,N,N
ORD202501004229,CUST155988,REST07966,DP05041,10-01-2025 20.26,364.91,0,32.99,397.9,N,N
ORD202501023031,CUST198418,REST01982,DP04728,10-01-2025 20.27,448.61,30.34,34.84,453.1,N,N
ORD202501002954,CUST067213,REST13655,DP04076,10-01-2025 20.28,335.99,81.03,31.52,286.48,N,N
ORD202501010925,CUST115729,REST05965,DP02318,10-01-2025 20.28,206.81,37.06,23.33,193.08,N,N
ORD202501009891,CUST189234,REST13445,DP13154,10-01-2025 20.28,321.48,0,22.86,344.34,Y,N
ORD202501000404,CUST104950,REST03033,DP08463,10-01-2025 20.29,180.1,0,24.56,204.66,N,N
